controlled_bos_size,deadline_factor,variant,sharing,candidate_count,n,workflow_deadline_success_mean,workflow_deadline_success_ci95_low,workflow_deadline_success_ci95_high,workflow_deadline_success_median,global_deadline_success_mean,global_deadline_success_ci95_low,global_deadline_success_ci95_high,global_deadline_success_median,first_round_accepted_sfc_ratio_mean,first_round_accepted_sfc_ratio_ci95_low,first_round_accepted_sfc_ratio_ci95_high,first_round_accepted_sfc_ratio_median,provisioning_cost_mean,provisioning_cost_ci95_low,provisioning_cost_ci95_high,provisioning_cost_median,makespan_s_mean,makespan_s_ci95_low,makespan_s_ci95_high,makespan_s_median,network_data_mb_mean,network_data_mb_ci95_low,network_data_mb_ci95_high,network_data_mb_median,scheduler_runtime_s_mean,scheduler_runtime_s_ci95_low,scheduler_runtime_s_ci95_high,scheduler_runtime_s_median,first_round_scheduler_runtime_s_mean,first_round_scheduler_runtime_s_ci95_low,first_round_scheduler_runtime_s_ci95_high,first_round_scheduler_runtime_s_median,milp_runtime_s_mean,milp_runtime_s_ci95_low,milp_runtime_s_ci95_high,milp_runtime_s_median,milp_invocations_mean,milp_invocations_max,milp_max_variables_mean,milp_max_variables_max,milp_max_constraints_mean,milp_max_constraints_max,milp_max_single_solve_s_mean,milp_max_single_solve_s_max,milp_limit_reached_count_mean,milp_limit_reached_count_max,jointly_scheduled_sfc_ratio_mean,jointly_scheduled_sfc_ratio_max
13,5.0,pbqs,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3384615384615385,0.2861471245647496,0.39077595235832735,0.3076923076923077,0.029000000000000005,0.02219912619341745,0.03580087380658256,0.025,17.892048040657777,16.29992506544659,19.484171015868963,18.0509842520062,81.55128269278097,76.11258133943954,86.9899840461224,82.1797327309169,0.00520585039994326,0.004624578748914697,0.005787122050971823,0.0054471219991683,0.0024848763998306204,0.002426452812926469,0.0025432999867347717,0.0024987309989228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,5.0,pbqs,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5384615384615385,0.403386302602295,0.6735367743207821,0.4615384615384615,0.027000000000000003,0.016611493663164327,0.03738850633683568,0.025,18.82935433657959,17.669529832900405,19.989178840258777,18.293470691700985,81.55128269278097,76.11258133943954,86.9899840461224,82.1797327309169,0.00587503460046712,0.0033395680760240866,0.008410501124910152,0.0052351460035424,0.00310707480020934,0.002994589476143038,0.0032195601242756416,0.00306686699696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,5.0,hds_full,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3571428571428571,0.3571428571428571,0.3571428571428571,0.3571428571428571,0.035,0.035,0.035,0.035,13.484684736634453,9.773911544972586,17.195457928296317,12.959888695949134,88.51304668349886,81.53857129367987,95.48752207331785,89.74289582668048,0.022911605196713883,0.017931867364810634,0.027891343028617132,0.0230068909950205,0.021855129799951044,0.017029866287983038,0.02668039331191905,0.0220702759979758,0.02144658360120952,0.01669823871077649,0.026194928491642552,0.0216475170018384,8.0,8.0,141.0,141.0,624.0,624.0,0.02144658360120952,0.0262695100027485,0.0,0.0,0.3571428571428571,0.3571428571428571
14,5.0,hds_full,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.5206729969943487,0.6793270030056513,0.5714285714285714,0.035,0.035,0.035,0.035,16.362798117130758,14.80543686675995,17.92015936750157,16.35822286423551,88.51304668349886,81.53857129367987,95.48752207331785,89.74289582668048,10.98883407519752,3.626336656258327,18.351331494136712,15.084810395001114,10.975221190000592,3.6122212916097984,18.338221088391386,15.069800795001356,10.98733328239905,3.6248507844552886,18.34981578034281,15.08331136400011,6.2,8.0,596.0,596.0,1529.0,1529.0,10.974566512799356,15.214149797000571,0.6,1.0,0.7571428571428572,0.8571428571428571
14,5.0,pbqs,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3142857142857142,0.265708044238696,0.36286338433273246,0.2857142857142857,0.029000000000000005,0.02219912619341745,0.03580087380658256,0.025,18.52934835329372,17.092434757752283,19.966261948835157,18.04858687806849,88.51304668349886,81.53857129367987,95.48752207331785,89.74289582668048,0.006100616398180081,0.005514143150810282,0.006687089645549879,0.0061789899918949,0.00267074699877408,0.0025928610706267927,0.002748632926921367,0.0026525599969318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,5.0,pbqs,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5142857142857142,0.39864772966366396,0.6299236989077646,0.5,0.025,0.01622010966914917,0.03377989033085083,0.025,18.936325503243104,17.776098096090134,20.096552910396074,18.63081798524232,88.51304668349886,81.53857129367987,95.48752207331785,89.74289582668048,0.00613986379976262,0.004942709375203817,0.007337018224321422,0.0064866299981076,0.0033777620003092395,0.003203116545569667,0.003552407455048812,0.0033511510009702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,5.0,hds_full,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.035,0.035,0.035,0.035,15.249984853801973,12.409691303149389,18.09027840445456,15.614079735174606,92.95813344235044,86.11936898388858,99.79689790081231,93.76904515675628,0.0236105110008793,0.01540228874818631,0.03181873325357229,0.0217737759921874,0.02231775000036574,0.014322960958866246,0.030312539041865233,0.0204000089979672,0.02186515599969422,0.013977325331643555,0.029752986667744886,0.0199637900004745,9.0,9.0,150.0,150.0,664.0,664.0,0.02186515599969422,0.0296654420017148,0.0,0.0,0.3333333333333333,0.3333333333333333
15,5.0,hds_full,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5866666666666667,0.5174099577544289,0.6559233755789045,0.6,0.035,0.035,0.035,0.035,15.891135406726267,13.193564173219908,18.588706640232626,15.400741107171289,92.95813344235044,86.11936898388858,99.79689790081231,93.76904515675628,13.110772917600116,7.1501209496633615,19.07142488553687,15.2009188829943,13.089228360800917,7.12882488883568,19.049631832766153,15.1868582040006,13.10898002840113,7.148060036646601,19.069900020155657,15.199141616994892,7.8,9.0,675.0,675.0,1709.0,1709.0,13.088531499200325,15.417804053002328,0.8,1.0,0.7466666666666667,0.8
15,5.0,pbqs,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2933333333333333,0.24799417462278286,0.3386724920438837,0.2666666666666666,0.033,0.027447109789604414,0.03855289021039559,0.035,18.25183340172717,17.253383908947814,19.250282894506523,18.04858687806849,92.95813344235044,86.11936898388858,99.79689790081231,93.76904515675628,0.0067128521994162995,0.005267839689298352,0.008157864709534248,0.0063980580016504,0.0029417366000415598,0.00245133431922452,0.0034321388808585995,0.0027641960004984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,5.0,pbqs,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49333333333333335,0.3822755291254216,0.6043911375412451,0.5333333333333333,0.028999999999999998,0.01789421957920883,0.040105780420791166,0.025,19.128220564905643,18.042438137611523,20.214002992199763,19.291557900663584,92.95813344235044,86.11936898388858,99.79689790081231,93.76904515675628,0.00675049299825328,0.005630074487940915,0.007870911508565646,0.006560049001564,0.003932980999525121,0.0034203659427121864,0.004445596056338055,0.003957012999308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,5.0,hds_full,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3125,0.3125,0.3125,0.3125,0.035,0.035,0.035,0.035,14.685403034341158,12.15444479834142,17.216361270340897,13.731082679633891,98.3058311837618,88.55725255031136,108.05440981721223,101.80221754215596,0.02549551980118846,0.020838618722918048,0.030152420879458873,0.0250870879972353,0.02404486200030072,0.0192762793427516,0.028813444657849845,0.0235342769992712,0.02360145320053558,0.01883172465332545,0.028371181747745708,0.0230747919995337,10.0,10.0,159.0,159.0,704.0,704.0,0.02360145320053558,0.0278805730013118,0.0,0.0,0.3125,0.3125
16,5.0,hds_full,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.575,0.489989077417718,0.6600109225822819,0.5625,0.035,0.035,0.035,0.035,16.042181081936967,14.471953285501765,17.612408878372168,15.764160560358228,98.3058311837618,88.55725255031136,108.05440981721223,101.80221754215596,12.922165479797695,6.7419317378992245,19.102399221696164,15.126388429995131,12.898621706999984,6.721503535520517,19.075739878479453,15.106150783001794,12.920180307400006,6.739929335622987,19.100431279177023,15.123991821001256,9.4,10.0,759.0,759.0,1899.0,1899.0,12.897905830801028,15.150863283000945,0.8,1.0,0.7375,0.8125
16,5.0,pbqs,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.275,0.23249453870885906,0.317505461291141,0.25,0.037000000000000005,0.031447109789604424,0.042552890210395586,0.035,18.844203408260267,17.67277207912517,20.015634737395363,19.057219650625207,98.3058311837618,88.55725255031136,108.05440981721223,101.80221754215596,0.007000911000795839,0.00641196937652788,0.007589852625063799,0.0069548050014418,0.00299366580147756,0.0029011182846230906,0.0030862133183320296,0.0029843940028513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,5.0,pbqs,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.475,0.345143670789554,0.604856329210446,0.5,0.035,0.019792783862083652,0.05020721613791636,0.035,19.28827480397293,18.33832698282655,20.238222625119306,19.4601892372712,98.3058311837618,88.55725255031136,108.05440981721223,101.80221754215596,0.00825544100152906,0.006869607054585167,0.009641274948472955,0.0080893960039247,0.00425382980029092,0.0035640235889515537,0.0049436360116302865,0.0042069350020028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,5.0,hds_full,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2941176470588235,0.2941176470588235,0.2941176470588235,0.2941176470588235,0.035,0.035,0.035,0.035,15.13309436609644,13.876651707894222,16.389537024298658,15.15888727994184,103.15260408606973,95.58426176832404,110.72094640381542,105.62514108250222,0.025194469000416518,0.02006889316283026,0.030320044838002776,0.0269242969916376,0.02361651920000436,0.018637363251265658,0.02859567514874306,0.0253416880004806,0.02315308280085444,0.018260163816587887,0.028046001785120993,0.0248345530017104,11.0,11.0,168.0,168.0,744.0,744.0,0.02315308280085444,0.027452632002678,0.0,0.0,0.2941176470588235,0.2941176470588235
17,5.0,hds_full,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5647058823529412,0.48142854253045453,0.6479832221754278,0.5882352941176471,0.035,0.035,0.035,0.035,16.96333019764877,15.476577759758527,18.45008263553901,17.358514776844654,103.15260408606973,95.58426176832404,110.72094640381542,105.62514108250222,15.206689889798872,15.0741199514603,15.339259828137443,15.204661673986266,15.179809995000687,15.050118484430602,15.309501505570772,15.145287794999604,15.2046484564009,15.072235229713876,15.337061683087924,15.20261117699556,10.2,11.0,848.0,848.0,2099.0,2099.0,15.179088123200927,15.348831931001769,1.0,1.0,0.7294117647058823,0.7647058823529411
17,5.0,pbqs,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2823529411764706,0.2496888811153201,0.3150170012376211,0.2941176470588235,0.035,0.035,0.035,0.035,19.020863666809575,18.104950015250964,19.936777318368186,19.057219650625207,103.15260408606973,95.58426176832404,110.72094640381542,105.62514108250222,0.007593172201450139,0.0071719720145986725,0.008014372388301607,0.007718624001427,0.00318147600046354,0.0029616868566267524,0.003401265144300328,0.003121268000541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,5.0,pbqs,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4470588235294118,0.38173070340711074,0.5123869436517128,0.4117647058823529,0.031,0.019894219579208828,0.042105780420791175,0.025,19.406793515070525,18.672955432755742,20.14063159738531,19.549814310491843,103.15260408606973,95.58426176832404,110.72094640381542,105.62514108250222,0.00917567760261588,0.006742322226475065,0.011609032978756694,0.0091527080039668,0.00450531900132766,0.002779633234809769,0.006231004767845551,0.0039272780013561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,5.0,hds_full,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.035,0.035,0.035,0.035,15.741221893375771,14.095980764283587,17.386463022467957,16.08487487101887,107.01334211742733,98.9307479371239,115.09593629773076,109.8802188804514,0.0247701357962796,0.02144485107420234,0.02809542051835686,0.0246618249984749,0.02307457619972408,0.01999502567531706,0.026154126724131102,0.0230777869983285,0.02263175280022546,0.019616458440402558,0.025647047160048363,0.0226529350002238,12.0,12.0,177.0,177.0,784.0,784.0,0.02263175280022546,0.0257489649993658,0.0,0.0,0.2777777777777778,0.2777777777777778
18,5.0,hds_full,Sharable,20,5,0.8,0.24471097896044136,1.3552890210395587,1.0,0.8,0.24471097896044136,1.3552890210395587,1.0,0.5444444444444445,0.48673052035091297,0.6021583685379761,0.5555555555555556,0.035,0.035,0.035,0.035,16.454140633308658,15.464042783181968,17.44423848343535,16.63970810347915,105.2596510775531,95.71297621502599,114.80632594008021,105.28084106952178,15.23097355079808,15.161453266935185,15.300493834660974,15.260783335994349,15.203624642400246,15.134465409844994,15.272783874955499,15.216900327002804,15.228631039202446,15.159056286587292,15.2982057918176,15.25820283300709,11.4,12.0,942.0,942.0,2309.0,2309.0,15.202866694000841,15.254371513001388,1.0,1.0,0.711111111111111,0.7777777777777778
18,5.0,pbqs,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2666666666666667,0.23581727660891344,0.29751605672442,0.2777777777777778,0.035,0.035,0.035,0.035,19.256861923066616,18.39664424753216,20.117079598601073,19.35335739797065,107.01334211742733,98.9307479371239,115.09593629773076,109.8802188804514,0.00808345379919044,0.007829740336063021,0.00833716726231786,0.0080839289985306,0.00325809380010464,0.003142244628093559,0.0033739429721157213,0.0032461949995195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,5.0,pbqs,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4333333333333334,0.35776806881574946,0.5088985978509174,0.3888888888888889,0.031,0.019894219579208828,0.042105780420791175,0.025,19.443004869359463,18.697490542180816,20.18851919653811,19.549814310491843,107.01334211742733,98.9307479371239,115.09593629773076,109.8802188804514,0.00976774599839694,0.007760466808163014,0.011775025188630866,0.0094136770021577,0.0042656803998397195,0.003903259367002093,0.004628101432677346,0.0042091489995073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,5.0,hds_full,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.035,0.035,0.035,0.035,16.528675817261323,14.827717022762686,18.229634611759963,16.884271250835386,111.48311838156783,104.35806600766644,118.60817075546923,111.61229332846466,0.026563350595097242,0.016978397371768286,0.036148303818426195,0.023985346993868,0.0246525957998528,0.015402457956518342,0.03390273364318726,0.022252708000451,0.024207096199097538,0.014947078640171585,0.03346711375802349,0.0217498589991009,13.0,13.0,186.0,186.0,824.0,824.0,0.024207096199097538,0.0374235499984934,0.0,0.0,0.2631578947368421,0.2631578947368421
19,5.0,hds_full,Sharable,20,5,0.8,0.24471097896044136,1.3552890210395587,1.0,0.8,0.24471097896044136,1.3552890210395587,1.0,0.5473684210526316,0.48891694515373063,0.6058198969515326,0.5789473684210527,0.035,0.035,0.035,0.035,17.259058272849263,16.06403793231504,18.454078613383487,17.230398341424756,109.6066757832537,102.41429730270005,116.79905426380736,109.75542401341232,15.216047185798379,15.181328769032108,15.25076560256465,15.210727656998642,15.181330173400056,15.159432616921642,15.20322772987847,15.185244672000408,15.213608530000055,15.178965592860207,15.248251467139903,15.208471625006496,12.6,13.0,1041.0,1041.0,2529.0,2529.0,15.180510811199929,15.204729883000256,1.0,1.0,0.7157894736842105,0.7894736842105263
19,5.0,pbqs,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2526315789473684,0.22340584099791788,0.28185731689681887,0.2631578947368421,0.035,0.035,0.035,0.035,19.255345413253544,18.39822949463294,20.112461331874147,19.35335739797065,111.48311838156783,104.35806600766644,118.60817075546923,111.61229332846466,0.00910232820024242,0.008421372342999426,0.009783284057485414,0.009011564998218,0.00362786280020368,0.003097785502575122,0.004157940097832238,0.0034945539991895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,5.0,pbqs,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42105263157894723,0.35570189483138076,0.4864033683265137,0.4210526315789473,0.031,0.019894219579208828,0.042105780420791175,0.025,19.304748957445,18.662162875042398,19.9473350398476,19.549016313542428,111.48311838156783,104.35806600766644,118.60817075546923,111.61229332846466,0.0104311299990513,0.007644651246475356,0.013217608751627245,0.0103371840014006,0.0043181541994272,0.00404825931460621,0.0045880490842481894,0.0043111099985253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,5.0,hds_full,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.035,0.035,0.035,0.035,16.962835195140393,15.505892307252159,18.419778083028625,17.441074274992513,116.97744119792841,110.10902747018953,123.8458549256673,116.67672409818996,0.024114182601624602,0.022748840162011254,0.02547952504123795,0.0236922960066294,0.022096249400783523,0.020643784055217166,0.02354871474634988,0.0217100199988635,0.0216760432005685,0.020216320564103676,0.02313576583703332,0.0212819830012449,14.0,14.0,195.0,195.0,864.0,864.0,0.0216760432005685,0.0233729860010498,0.0,0.0,0.25,0.25
20,5.0,hds_full,Sharable,20,5,0.8,0.24471097896044136,1.3552890210395587,1.0,0.8,0.24471097896044136,1.3552890210395587,1.0,0.54,0.47199126193417446,0.6080087380658256,0.55,0.035,0.035,0.035,0.035,17.475143660483987,14.81670941147664,20.133577909491333,17.19996828850426,115.0647251243881,108.61908392763021,121.510366321146,114.92253469909616,15.221325604601589,15.158729463977396,15.283921745225781,15.241159261993744,15.193859352599247,15.137331968940202,15.250386736258292,15.207331442998113,15.218767725398356,15.156423817171847,15.281111633624866,15.23866790399552,14.4,19.0,1145.0,1145.0,2759.0,2759.0,15.193043565600238,15.246165443000791,1.0,1.0,0.68,0.7
20,5.0,pbqs,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24,0.21223554894802205,0.26776445105197794,0.25,0.035,0.035,0.035,0.035,19.365090061360736,18.451163668137486,20.279016454583985,19.421428188236444,116.97744119792841,110.10902747018953,123.8458549256673,116.67672409818996,0.00960955839764208,0.008800141716050555,0.010418975079233605,0.0096542059909552,0.00362468599923882,0.003445655149895931,0.003803716848581709,0.0035973869998997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,5.0,pbqs,Sharable,20,5,0.8,0.24471097896044136,1.3552890210395587,1.0,0.8,0.24471097896044136,1.3552890210395587,1.0,0.41,0.3290534107645648,0.49094658923543516,0.4,0.03,0.014087768473581466,0.04591223152641853,0.025,19.562897810560376,19.2480323412168,19.877763279903952,19.549415312017135,115.0647251243881,108.61908392763021,121.510366321146,114.92253469909616,0.011422808604402179,0.009034024220767257,0.013811592988037101,0.010829378003109,0.00443541319982608,0.004245463248425987,0.0046253631512261735,0.0045217730003059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
