controlled_bos_size,deadline_factor,variant,sharing,candidate_count,n,workflow_deadline_success_mean,workflow_deadline_success_ci95_low,workflow_deadline_success_ci95_high,workflow_deadline_success_median,global_deadline_success_mean,global_deadline_success_ci95_low,global_deadline_success_ci95_high,global_deadline_success_median,first_round_accepted_sfc_ratio_mean,first_round_accepted_sfc_ratio_ci95_low,first_round_accepted_sfc_ratio_ci95_high,first_round_accepted_sfc_ratio_median,provisioning_cost_mean,provisioning_cost_ci95_low,provisioning_cost_ci95_high,provisioning_cost_median,makespan_s_mean,makespan_s_ci95_low,makespan_s_ci95_high,makespan_s_median,network_data_mb_mean,network_data_mb_ci95_low,network_data_mb_ci95_high,network_data_mb_median,scheduler_runtime_s_mean,scheduler_runtime_s_ci95_low,scheduler_runtime_s_ci95_high,scheduler_runtime_s_median,first_round_scheduler_runtime_s_mean,first_round_scheduler_runtime_s_ci95_low,first_round_scheduler_runtime_s_ci95_high,first_round_scheduler_runtime_s_median,milp_runtime_s_mean,milp_runtime_s_ci95_low,milp_runtime_s_ci95_high,milp_runtime_s_median,milp_invocations_mean,milp_invocations_max,milp_max_variables_mean,milp_max_variables_max,milp_max_constraints_mean,milp_max_constraints_max,milp_max_single_solve_s_mean,milp_max_single_solve_s_max,milp_limit_reached_count_mean,milp_limit_reached_count_max,jointly_scheduled_sfc_ratio_mean,jointly_scheduled_sfc_ratio_max
10,5.0,hds_full,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68,0.6244710978960442,0.7355289021039559,0.7,0.035,0.035,0.035,0.035,11.246314704418257,9.928700920661989,12.563928488174525,10.814241701532923,65.44435192954248,57.64956477568139,73.23913908340357,65.20617230698258,9.810102973599715,3.208805050140861,16.41140089705857,8.862974183000915,9.801023812999484,3.1995102093594783,16.40253741663949,8.853405242000008,9.809105553998961,3.2077845775843477,16.410426530413574,8.861975674997666,3.0,3.0,330.0,330.0,909.0,909.0,9.80047838879982,15.085401704000104,0.4,1.0,0.9,0.9
10,5.0,pbqs,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.44000000000000006,0.37199126193417453,0.5080087380658256,0.4,0.029000000000000005,0.02219912619341745,0.03580087380658256,0.025,15.644740703907866,13.4154415450889,17.874039862726832,15.948310377481532,65.44435192954248,57.64956477568139,73.23913908340357,65.20617230698258,0.0035950417994172,0.0032528900611957213,0.0039371935376386795,0.0037016729984316,0.0020074471998668196,0.001970784565686651,0.0020441098340469883,0.002024084002187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,5.0,pbqs,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6199999999999999,0.5161149366316432,0.7238850633683566,0.6,0.015,0.015,0.015,0.015,18.891155920353114,17.843654207303203,19.938657633403025,19.06374472672561,65.44435192954248,57.64956477568139,73.23913908340357,65.20617230698258,0.00344198999955546,0.003122883681327491,0.003761096317783429,0.003393364000658,0.00240920799988084,0.0023291536237317655,0.0024892623760299146,0.0023834099993109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,5.0,hds_full,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.035,0.035,0.035,0.035,11.369484579814321,9.540701768884235,13.198267390744407,11.398694811539832,70.73821256761961,64.60264289779602,76.87378223744321,71.51870617591312,0.023568504800641644,0.01872179051722863,0.028415219084054658,0.0242234540019126,0.022952876000635957,0.018146321424808896,0.027759430576463018,0.0235926839995954,0.02251517400000008,0.01779674811695065,0.027233599883049506,0.0231024829990929,5.0,5.0,114.0,114.0,504.0,504.0,0.02251517400000008,0.0265143500000704,0.0,0.0,0.4545454545454545,0.4545454545454545
11,5.0,hds_full,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6545454545454545,0.6040646344509492,0.7050262746399599,0.6363636363636364,0.035,0.035,0.035,0.035,11.610797547728543,10.725979903165442,12.495615192291645,11.752312494028192,70.73821256761961,64.60264289779602,76.87378223744321,71.51870617591312,12.763201176399889,7.689901044624908,17.83650130817487,15.07381383200118,12.752562846200453,7.680164766971647,17.82496092542926,15.0630481900007,12.762054282600001,7.688825046994403,17.8352835182056,15.07264731500618,3.8,5.0,389.0,389.0,1049.0,1049.0,12.751988883399463,15.082532865999385,0.6,1.0,0.8363636363636363,0.9090909090909092
11,5.0,pbqs,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.33817387448561315,0.4618261255143869,0.3636363636363636,0.031000000000000007,0.02419912619341745,0.03780087380658256,0.035,16.22624565131963,13.577846565987773,18.874644736651486,16.064177940594398,70.73821256761961,64.60264289779602,76.87378223744321,71.51870617591312,0.004220905600232,0.003702421396112846,0.0047393898043511535,0.0043232379975961,0.0021781258008558603,0.002092903972295874,0.0022633476294158465,0.0021544190021813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,5.0,pbqs,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5818181818181818,0.5199920563037949,0.6436443073325687,0.5454545454545454,0.023,0.017447109789604412,0.028552890210395587,0.025,18.92001685691764,17.693449647075788,20.146584066759495,18.48080047333,70.73821256761961,64.60264289779602,76.87378223744321,71.51870617591312,0.004196319400944,0.0035982438980436114,0.004794394903844388,0.0041621180025686,0.0028040379998855803,0.0024292548221699984,0.003178821177601162,0.0026935020032397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,5.0,hds_full,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.035,0.035,0.035,0.035,10.764432134329704,8.587457420959714,12.941406847699694,10.759618496157067,75.79612365719527,68.42464203929491,83.16760527509562,78.0008714522457,0.0245835386049293,0.013757844991987546,0.03540923221787105,0.0242237250022299,0.023832049001066436,0.013063101288413242,0.034600996713719634,0.0233858950014109,0.02341270260076268,0.012710617527035206,0.03411478767449015,0.0229710879975755,6.0,6.0,123.0,123.0,544.0,544.0,0.02341270260076268,0.0375427220023993,0.0,0.0,0.4166666666666667,0.4166666666666667
12,5.0,hds_full,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65,0.5634291138597027,0.7365708861402973,0.6666666666666666,0.035,0.035,0.035,0.035,14.67054357947083,13.357861851560747,15.983225307380915,14.518683667126288,75.79612365719527,68.42464203929491,83.16760527509562,78.0008714522457,9.331327376598347,1.431752310286094,17.2309024429106,11.271406373998616,9.315947974399752,1.4221968478771752,17.20969910092233,11.25430586800212,9.330030272601288,1.4306057142694275,17.22945483093315,11.26998643999832,4.4,6.0,453.0,453.0,1199.0,1199.0,9.315328121200583,15.074627229001637,0.4,1.0,0.8333333333333334,0.9166666666666666
12,5.0,pbqs,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3666666666666667,0.3099927182784787,0.4233406150548547,0.3333333333333333,0.029000000000000005,0.02219912619341745,0.03580087380658256,0.025,16.934060597968788,13.884994131009766,19.98312706492781,18.0509842520062,75.79612365719527,68.42464203929491,83.16760527509562,78.0008714522457,0.00485827700176736,0.004405855337768291,0.005310698665766429,0.0047820600011618,0.00238279840050378,0.0023095972565932554,0.002455999544414305,0.0024019060001592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,5.0,pbqs,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5666666666666667,0.45331876989029074,0.6800145634430426,0.5,0.028999999999999998,0.02219912619341744,0.035800873806582555,0.025,19.00469472943452,17.699742122399112,20.309647336469926,19.52888111393208,75.79612365719527,68.42464203929491,83.16760527509562,78.0008714522457,0.00456511219963424,0.004124710825417016,0.005005513573851464,0.0046355929989658,0.0028911473993502397,0.0027289254993571052,0.003053369299343374,0.0028304549996391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,5.0,hds_full,NonSharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,0.3846153846153846,0.3846153846153846,0.3846153846153846,0.035,0.035,0.035,0.035,11.768010766715447,9.094695379410014,14.44132615402088,11.326878683548442,81.55128269278097,76.11258133943954,86.9899840461224,82.1797327309169,0.02263129679922708,0.01911359592122546,0.026148997677228697,0.0224124959931941,0.02177084879876924,0.018234300200446224,0.025307397397092257,0.0215659959976619,0.02137589459962324,0.01787062968580655,0.02488115951343993,0.0211965559974487,7.0,7.0,132.0,132.0,584.0,584.0,0.02137589459962324,0.0259224330002325,0.0,0.0,0.3846153846153846,0.3846153846153846
13,5.0,hds_full,Sharable,20,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6153846153846153,0.5478469974549935,0.6829222333142371,0.6153846153846154,0.035,0.035,0.035,0.035,14.104918978516542,12.150390094593657,16.059447862439427,14.518683667126288,81.55128269278097,76.11258133943954,86.9899840461224,82.1797327309169,12.460469620998628,4.953258733048075,19.967680508949183,15.115866129999633,12.44527795239992,4.939721043103937,19.950834861695903,15.102694335000706,12.458998422999866,4.95187365200638,19.96612319399335,15.114330373002304,5.8,7.0,522.0,522.0,1359.0,1359.0,12.444627738400595,15.32579129000078,0.8,1.0,0.7846153846153847,0.8461538461538461
