topology,node_count,family,workflow_size,deadline_factor,candidate_count,sharing,paired_sample_size,provisioning_cost_improvement_pct_mean,provisioning_cost_improvement_pct_ci95_low,provisioning_cost_improvement_pct_ci95_high,end_to_end_delay_s_improvement_pct_mean,end_to_end_delay_s_improvement_pct_ci95_low,end_to_end_delay_s_improvement_pct_ci95_high,network_data_mb_improvement_pct_mean,network_data_mb_improvement_pct_ci95_low,network_data_mb_improvement_pct_ci95_high,resource_utilization_improvement_pct_mean,resource_utilization_improvement_pct_ci95_low,resource_utilization_improvement_pct_ci95_high,cpu_utilization_improvement_pct_mean,cpu_utilization_improvement_pct_ci95_low,cpu_utilization_improvement_pct_ci95_high,ram_utilization_improvement_pct_mean,ram_utilization_improvement_pct_ci95_low,ram_utilization_improvement_pct_ci95_high,max_link_bandwidth_utilization_improvement_pct_mean,max_link_bandwidth_utilization_improvement_pct_ci95_low,max_link_bandwidth_utilization_improvement_pct_ci95_high,workflow_deadline_success_improvement_pct_mean,workflow_deadline_success_improvement_pct_ci95_low,workflow_deadline_success_improvement_pct_ci95_high,workflow_completed_improvement_pct_mean,workflow_completed_improvement_pct_ci95_low,workflow_completed_improvement_pct_ci95_high,global_deadline_success_improvement_pct_mean,global_deadline_success_improvement_pct_ci95_low,global_deadline_success_improvement_pct_ci95_high,sfc_subdeadline_success_improvement_pct_mean,sfc_subdeadline_success_improvement_pct_ci95_low,sfc_subdeadline_success_improvement_pct_ci95_high
medium_plus,18,montage,450,3.0,18,Sharable,5,-42.367524956371,-52.14292766526993,-32.59212224747208,34.348761356781026,31.723157699060703,36.974365014501345,-42.939900950728415,-45.93372957367534,-39.946072327781486,-34.24698961575103,-36.190378161150555,-32.30360107035151,-35.798771079564176,-38.16399328519798,-33.43354887393037,-33.35451374245061,-35.127090357682555,-31.58193712721866,-137.96022875052995,-236.60603576806503,-39.31442173299487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,5,cybershake,100,3.0,5,NonSharable,5,4.263299663299661,-6.387423472073111,14.914022798672436,2.867752828690879,1.2733819890082037,4.462123668373553,2.412369977333888,-5.654734515761872,10.479474470429649,4.9988801467438915,-4.987646015996527,14.98540630948431,3.4666143199234276,-5.435542598232776,12.368771238079631,5.879721857897827,-4.8012298945742415,16.560673610369896,-19.020658118759272,-36.92901145061768,-1.1123047869008609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,5,cybershake,100,3.0,5,Sharable,5,-20.385964912280706,-35.16615982697448,-5.605769997586936,26.669048461182133,23.110802171151505,30.22729475121276,-27.78048512630562,-53.11774981427012,-2.443220438341122,-21.47915286005486,-28.73012995550959,-14.228175764600131,-22.95040711014903,-30.009442984923417,-15.891371235374642,-20.65688844455111,-27.95612731427605,-13.357649574826173,-169.92264723434852,-225.39579600051923,-114.44949846817781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,5,epigenomics,100,3.0,5,NonSharable,5,15.088060731538992,2.5413721976621026,27.63474926541588,5.458835855081583,3.104735423806196,7.81293628635697,14.473658152124974,-7.9149279700459,36.86224427429585,10.867377016530153,2.264453382978715,19.47030065008159,8.554347425251393,-0.9851024883924069,18.093797338895197,12.168121277978209,4.0631581957054195,20.273084360251,-3.6208973765025574,-27.828956065553804,20.587161312548687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,5,epigenomics,100,3.0,5,Sharable,5,-9.30555555555556,-29.523824287097554,10.912713175986433,11.50281089300983,6.441524482992122,16.564097303027534,4.247534890629147,-12.499903973613918,20.994973754872213,-18.87271796271155,-26.13896508944138,-11.606470835981721,-20.843441554203707,-28.018209606529286,-13.668673501878128,-17.784306586603,-25.238833180897913,-10.329779992308097,-35.384056500378264,-73.65431503715061,2.8862020363940886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,5,inspiral,100,3.0,5,NonSharable,5,25.955934388192453,8.314211482603596,43.59765729378131,11.018024448812449,2.660451485263396,19.3755974123615,17.572102423372314,13.355401682559933,21.788803164184703,20.898359877361333,0.08210344936464509,41.71461630535803,16.864161374099286,-3.9914426159728613,37.71976536417144,23.20285393724738,2.2944376343885793,44.11127024010618,3.724710170113531,-39.35482482655847,46.804245166785535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,5,inspiral,100,3.0,5,Sharable,5,-2.6984126984126995,-29.683398242075356,24.286572845249957,18.508385757257084,13.98259351432758,23.03417800018659,2.2572637977495154,-8.739690109313354,13.254217704812383,-9.36319325154525,-19.370463216286755,0.6440767131962559,-12.468015025906379,-23.04665308182496,-1.8893769699877971,-7.587662625431298,-17.410859809105702,2.235534558243108,-34.930259597936804,-91.73127567641393,21.870756480540322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,5,montage,100,3.0,5,NonSharable,5,8.665667665667666,-0.9416279740078597,18.27296330534319,1.5192689064585743,0.4070990690476408,2.6314387438695075,-1.5381380418215087,-12.148648363789686,9.07237228014667,4.3674480086385215,1.1353671032411077,7.599528914035935,3.8230826641722153,-0.035319570146332246,7.681484898490763,4.718662033961236,1.7873936630204823,7.649930404901989,-16.353894202853173,-45.07735105503555,12.369562649329204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,5,montage,100,3.0,5,Sharable,5,-15.67513368983957,-45.697379615150965,14.347112235471837,28.324997424632528,22.919333539487194,33.73066130977787,-36.22124508287806,-47.751114152738616,-24.691376013017525,-18.079940288215266,-31.41684486957955,-4.74303570685098,-18.97684317144523,-32.182739958373325,-5.77094638451713,-17.54181626340029,-31.012507491622483,-4.071125035178095,-60.956367513965176,-89.95003890817806,-31.96269611975227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small_plus,8,cybershake,200,3.0,8,NonSharable,5,12.520993852086292,10.236798798777945,14.805188905394635,7.82799638745998,4.949977442946781,10.70601533197318,6.123826549689383,2.328536921864789,9.919116177513976,8.144763176679263,0.5790743772529439,15.710451976105578,5.541568081863148,-1.356325529183529,12.439461692909825,9.668914724233993,1.4931113549130544,17.844718093554935,-48.637704376394524,-75.4433745139119,-21.83203423887714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small_plus,8,cybershake,200,3.0,8,Sharable,5,-36.544839879525476,-48.71778666896431,-24.371893090086644,30.857058891353354,25.914245677109573,35.79987210559714,-34.722457932948956,-46.84058731960607,-22.60432854629184,-31.263255343595354,-36.11876700297837,-26.40774368421234,-32.62324525739163,-37.78514469664686,-27.461345818136415,-30.476716955577057,-35.139265616960735,-25.814168294193394,-221.666311087991,-288.1749607501875,-155.15766142579452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small_plus,8,epigenomics,200,3.0,8,NonSharable,5,16.8787810823217,9.45446504358286,24.303097121060542,6.218426418555606,4.4541014844195725,7.982751352691642,15.327257074758055,5.076685147516466,25.57782900199964,15.022159229176571,6.614944625392457,23.42937383296068,12.595519897692943,4.929840207586001,20.261199587799887,16.362398048405165,7.461194312560249,25.26360178425009,-42.633199585484014,-65.46846449950502,-19.79793467146301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
