controlled_bos_size,deadline_factor,sharing,candidate_count,comparison,metric,paired_seeds,hds_mean,comparator_mean,mean_paired_difference,median_paired_difference,paired_ci95_low,paired_ci95_high,cohen_dz,paired_t_p_value,hds_improvement_pct,conditional_on_both_globally_successful
9,5.0,Sharable,20,hds_full-pbqs,provisioning_cost,5,0.035,0.015,0.020000000000000004,0.020000000000000004,0.020000000000000004,0.020000000000000004,,0.0,-133.33333333333337,1
9,5.0,Sharable,20,hds_full-pbqs,makespan_s,5,9.496778820745126,18.270816689412253,-8.77403786866713,-8.436887398096243,-10.373333554744237,-7.174742182590022,-6.812002955578039,0.000108326585154552,48.02214382541307,1
9,5.0,Sharable,20,hds_full-pbqs,network_data_mb,5,58.07864365388343,58.07864365388343,0.0,0.0,0.0,0.0,,1.0,0.0,1
9,5.0,Sharable,20,hds_full-pbqs,scheduler_runtime_s,5,7.033076432599046,0.0033562700002221003,7.0297201625988235,5.8949358469981235,0.25280786325734006,13.806632461940307,1.2879833850283453,0.04501227528462425,-209450.376821103,0
9,5.0,Sharable,20,hds_full-pbqs,first_round_scheduler_runtime_s,5,7.027819273599744,0.0025533624000672397,7.025265911199677,5.890693438999733,0.24830635464364637,13.802225467755708,1.2871583026205538,0.04509590973708618,-275137.8304550374,0
9,5.0,Sharable,20,hds_full-pbqs,milp_runtime_s,5,7.032157165799435,0.0,7.032157165799435,5.897569407996343,0.2556800247135236,13.808634306885347,1.288512629894973,0.04495872346273951,,0
10,5.0,NonSharable,20,hds_full-pbqs,workflow_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
10,5.0,NonSharable,20,hds_full-pbqs,global_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
10,5.0,NonSharable,20,hds_full-pbqs,first_round_accepted_sfc_ratio,5,0.48,0.44000000000000006,0.039999999999999994,0.0,-0.02800873806582556,0.10800873806582555,0.7302967433402215,0.17780780835622123,9.090909090909072,0
10,5.0,NonSharable,20,hds_full-pbqs,provisioning_cost,5,0.035,0.029000000000000005,0.006000000000000001,0.010000000000000002,-0.0008008738065825565,0.012800873806582558,1.0954451150103321,0.07048399691021992,-20.689655172413786,1
10,5.0,NonSharable,20,hds_full-pbqs,makespan_s,5,10.294767400529727,15.644740703907866,-5.349973303378138,-5.5578635237386,-6.917308176278951,-3.7826384304773253,-4.2383215973886434,0.0006916216033480573,34.196624952958025,1
10,5.0,NonSharable,20,hds_full-pbqs,network_data_mb,5,65.44435192954248,65.44435192954248,0.0,0.0,0.0,0.0,,1.0,0.0,1
10,5.0,NonSharable,20,hds_full-pbqs,scheduler_runtime_s,5,0.02233994419948424,0.0035950417994172,0.018744902400067043,0.0154842590018234,0.009166771122942705,0.02832303367719138,2.4300011961200054,0.005566399309399976,-521.4098596323919,0
10,5.0,NonSharable,20,hds_full-pbqs,first_round_scheduler_runtime_s,5,0.021085379798751042,0.0020074471998668196,0.01907793259888422,0.0157071800022095,0.009103235916479517,0.02905262928128892,2.3748473585145353,0.006044894701540985,-950.3578774151525,0
10,5.0,NonSharable,20,hds_full-pbqs,milp_runtime_s,5,0.02145829919973036,0.0,0.02145829919973036,0.0180046220011718,0.011752751815036929,0.031163846584423793,2.7452338876846807,0.003570380521737529,,0
10,5.0,Sharable,20,hds_full-pbqs,workflow_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
10,5.0,Sharable,20,hds_full-pbqs,global_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
10,5.0,Sharable,20,hds_full-pbqs,first_round_accepted_sfc_ratio,5,0.68,0.6199999999999999,0.059999999999999984,0.09999999999999998,-0.008008738065825582,0.12800873806582555,1.0954451150103321,0.07048399691021992,9.677419354838737,0
10,5.0,Sharable,20,hds_full-pbqs,provisioning_cost,5,0.035,0.015,0.020000000000000004,0.020000000000000004,0.020000000000000004,0.020000000000000004,,0.0,-133.33333333333337,1
10,5.0,Sharable,20,hds_full-pbqs,makespan_s,5,11.246314704418257,18.891155920353114,-7.644841215934858,-7.959290563722851,-9.326783486791276,-5.962898945078439,-5.64366820091706,0.00022698667499124656,40.46783186887147,1
10,5.0,Sharable,20,hds_full-pbqs,network_data_mb,5,65.44435192954248,65.44435192954248,0.0,0.0,0.0,0.0,,1.0,0.0,1
10,5.0,Sharable,20,hds_full-pbqs,scheduler_runtime_s,5,9.810102973599715,0.00344198999955546,9.806660983600159,8.85917230099949,3.205252654544661,16.408069312655655,1.8445424489698257,0.014558689917837452,-284912.53562232055,0
10,5.0,Sharable,20,hds_full-pbqs,first_round_scheduler_runtime_s,5,9.801023812999484,0.00240920799988084,9.798614604999603,8.851067760999285,3.197124831922152,16.400104378077053,1.8430062615441791,0.014599495606423114,-406715.17799560045,0
10,5.0,Sharable,20,hds_full-pbqs,milp_runtime_s,5,9.809105553998961,0.0,9.809105553998961,8.861975674997666,3.2077845775843477,16.410426530413574,1.8450266642838253,0.014545856218116649,,0
11,5.0,NonSharable,20,hds_full-pbqs,workflow_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
11,5.0,NonSharable,20,hds_full-pbqs,global_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
11,5.0,NonSharable,20,hds_full-pbqs,first_round_accepted_sfc_ratio,5,0.4545454545454545,0.4,0.05454545454545453,0.09090909090909088,-0.00728067096893234,0.1163715800598414,1.0954451150103321,0.07048399691021992,13.636363636363612,0
11,5.0,NonSharable,20,hds_full-pbqs,provisioning_cost,5,0.035,0.031000000000000007,0.004000000000000001,0.0,-0.0028008738065825566,0.010800873806582558,0.7302967433402215,0.17780780835622123,-12.9032258064516,1
11,5.0,NonSharable,20,hds_full-pbqs,makespan_s,5,11.369484579814321,16.22624565131963,-4.856761071505309,-3.968982095436937,-7.531915055182036,-2.181607087828582,-2.25424981409011,0.0072787121684527835,29.931514509706215,1
11,5.0,NonSharable,20,hds_full-pbqs,network_data_mb,5,70.73821256761961,70.73821256761961,0.0,0.0,0.0,0.0,,1.0,0.0,1
11,5.0,NonSharable,20,hds_full-pbqs,scheduler_runtime_s,5,0.023568504800641644,0.004220905600232,0.019347599200409637,0.0201357139958418,0.014793968834153085,0.02390122956666619,5.275618670510048,0.00029552452300897784,-458.3755485871613,0
11,5.0,NonSharable,20,hds_full-pbqs,first_round_scheduler_runtime_s,5,0.022952876000635957,0.0021781258008558603,0.0207747501997801,0.0213386369978252,0.01597490990884334,0.02557459049071686,5.374191187871603,0.00027489761966807946,-953.7901893277691,0
11,5.0,NonSharable,20,hds_full-pbqs,milp_runtime_s,5,0.02251517400000008,0.0,0.02251517400000008,0.0231024829990929,0.01779674811695065,0.027233599883049506,5.924916839220525,0.00018757046401146472,,0
11,5.0,Sharable,20,hds_full-pbqs,workflow_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
11,5.0,Sharable,20,hds_full-pbqs,global_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
11,5.0,Sharable,20,hds_full-pbqs,first_round_accepted_sfc_ratio,5,0.6545454545454545,0.5818181818181818,0.07272727272727275,0.09090909090909094,0.0222464526327674,0.12320809282177811,1.7888543819998317,0.016130089900092546,12.500000000000005,0
11,5.0,Sharable,20,hds_full-pbqs,provisioning_cost,5,0.035,0.023,0.012000000000000002,0.010000000000000002,0.0064471097896044135,0.01755289021039559,2.6832815729997472,0.0038825370469605107,-52.17391304347828,1
11,5.0,Sharable,20,hds_full-pbqs,makespan_s,5,11.610797547728543,18.92001685691764,-7.309219309189096,-7.454874615476662,-8.071577618720982,-6.54686099965721,-11.90463113961283,1.1837842205877736e-05,38.63220294392423,1
11,5.0,Sharable,20,hds_full-pbqs,network_data_mb,5,70.73821256761961,70.73821256761961,0.0,0.0,0.0,0.0,,1.0,0.0,1
11,5.0,Sharable,20,hds_full-pbqs,scheduler_runtime_s,5,12.763201176399889,0.004196319400944,12.759004856998946,15.068845433001117,7.685876948313396,17.832132765684495,3.1228065345482943,0.0022124218214507286,-304052.2810091313,0
11,5.0,Sharable,20,hds_full-pbqs,first_round_scheduler_runtime_s,5,12.752562846200453,0.0028040379998855803,12.749758808200568,15.05970824600081,7.677454126302091,17.822063490099044,3.1210499941810936,0.00221709019070069,-454692.79691362334,0
11,5.0,Sharable,20,hds_full-pbqs,milp_runtime_s,5,12.762054282600001,0.0,12.762054282600001,15.07264731500618,7.688825046994403,17.8352835182056,3.123490504748502,0.002210607309301833,,0
12,5.0,NonSharable,20,hds_full-pbqs,workflow_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
12,5.0,NonSharable,20,hds_full-pbqs,global_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
12,5.0,NonSharable,20,hds_full-pbqs,first_round_accepted_sfc_ratio,5,0.4166666666666667,0.3666666666666667,0.050000000000000024,0.08333333333333337,-0.006673948388187974,0.10667394838818803,1.0954451150103324,0.07048399691021992,13.636363636363633,0
12,5.0,NonSharable,20,hds_full-pbqs,provisioning_cost,5,0.035,0.029000000000000005,0.006000000000000001,0.010000000000000002,-0.0008008738065825565,0.012800873806582558,1.0954451150103321,0.07048399691021992,-20.689655172413786,1
12,5.0,NonSharable,20,hds_full-pbqs,makespan_s,5,10.764432134329704,16.934060597968788,-6.169628463639081,-5.920549701733245,-7.479722168905175,-4.8595347583729875,-5.847372225972108,0.00019752390140500545,36.43324900100523,1
12,5.0,NonSharable,20,hds_full-pbqs,network_data_mb,5,75.79612365719527,75.79612365719527,0.0,0.0,0.0,0.0,,1.0,0.0,1
12,5.0,NonSharable,20,hds_full-pbqs,scheduler_runtime_s,5,0.0245835386049293,0.00485827700176736,0.019725261603161938,0.0189936059978209,0.009198364169613898,0.030252159036709976,2.326625422391171,0.0065050131140564306,-406.0135228186087,0
12,5.0,NonSharable,20,hds_full-pbqs,first_round_scheduler_runtime_s,5,0.023832049001066436,0.00238279840050378,0.02144925060056266,0.020977919000870298,0.010741106984865691,0.032157394216259634,2.4871502675896497,0.005118547020277464,-900.1705975640983,0
12,5.0,NonSharable,20,hds_full-pbqs,milp_runtime_s,5,0.02341270260076268,0.0,0.02341270260076268,0.0229710879975755,0.012710617527035206,0.03411478767449015,2.716359449560374,0.0037118767130330656,,0
12,5.0,Sharable,20,hds_full-pbqs,workflow_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
12,5.0,Sharable,20,hds_full-pbqs,global_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
12,5.0,Sharable,20,hds_full-pbqs,first_round_accepted_sfc_ratio,5,0.65,0.5666666666666667,0.08333333333333334,0.08333333333333337,0.010167580576243132,0.15649908609042357,1.4142135623730956,0.03410942316740961,14.705882352941185,0
12,5.0,Sharable,20,hds_full-pbqs,provisioning_cost,5,0.035,0.028999999999999998,0.006000000000000001,0.010000000000000002,-0.0008008738065825565,0.012800873806582558,1.0954451150103321,0.07048399691021992,-20.68965517241381,1
12,5.0,Sharable,20,hds_full-pbqs,makespan_s,5,14.67054357947083,19.00469472943452,-4.334151149963689,-4.116158635295058,-6.235375925796192,-2.4329263741311857,-2.83057506618432,0.003189241537803209,22.805686761445024,1
12,5.0,Sharable,20,hds_full-pbqs,network_data_mb,5,75.79612365719527,75.79612365719527,0.0,0.0,0.0,0.0,,1.0,0.0,1
12,5.0,Sharable,20,hds_full-pbqs,scheduler_runtime_s,5,9.331327376598347,0.00456511219963424,9.326762264398713,11.266679905998899,1.4272441218704728,17.226280406926954,1.466001433829595,0.030555904568902628,-204305.21434163174,0
12,5.0,Sharable,20,hds_full-pbqs,first_round_scheduler_runtime_s,5,9.315947974399752,0.0028911473993502397,9.3130568270004,11.251555593004014,1.4192832824249475,17.206830371575855,1.4649124794387678,0.03062598922228231,-322123.21063579916,0
12,5.0,Sharable,20,hds_full-pbqs,milp_runtime_s,5,9.330030272601288,0.0,9.330030272601288,11.26998643999832,1.4306057142694275,17.22945483093315,1.4665324804477466,0.03052179537903487,,0
13,5.0,NonSharable,20,hds_full-pbqs,workflow_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
13,5.0,NonSharable,20,hds_full-pbqs,global_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
13,5.0,NonSharable,20,hds_full-pbqs,first_round_accepted_sfc_ratio,5,0.3846153846153846,0.3384615384615385,0.04615384615384612,0.07692307692307687,-0.006160567742942734,0.09846826005063497,1.0954451150103324,0.07048399691021992,13.636363636363619,0
13,5.0,NonSharable,20,hds_full-pbqs,provisioning_cost,5,0.035,0.029000000000000005,0.006000000000000001,0.010000000000000002,-0.0008008738065825565,0.012800873806582558,1.0954451150103321,0.07048399691021992,-20.689655172413786,1
13,5.0,NonSharable,20,hds_full-pbqs,makespan_s,5,11.768010766715447,17.892048040657777,-6.12403727394233,-6.5299354105736604,-7.567176254724478,-4.6808982931601815,-5.26906743423348,0.00029696256400751285,34.22770417353065,1
13,5.0,NonSharable,20,hds_full-pbqs,network_data_mb,5,81.55128269278097,81.55128269278097,0.0,0.0,0.0,0.0,,1.0,0.0,1
13,5.0,NonSharable,20,hds_full-pbqs,scheduler_runtime_s,5,0.02263129679922708,0.00520585039994326,0.017425446399283822,0.0168568229928496,0.013967825329485942,0.020883067469081702,6.257640444065471,0.00015132961799267587,-334.7281435416151,0
13,5.0,NonSharable,20,hds_full-pbqs,first_round_scheduler_runtime_s,5,0.02177084879876924,0.0024848763998306204,0.019285972398938624,0.0190200149991142,0.015776863009533897,0.02279508178834335,6.824152495906033,0.00010756801268944323,-776.1340725137569,0
13,5.0,NonSharable,20,hds_full-pbqs,milp_runtime_s,5,0.02137589459962324,0.0,0.02137589459962324,0.0211965559974487,0.01787062968580655,0.02488115951343993,7.571946602133034,7.134249588231657e-05,,0
13,5.0,Sharable,20,hds_full-pbqs,workflow_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
13,5.0,Sharable,20,hds_full-pbqs,global_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
13,5.0,Sharable,20,hds_full-pbqs,first_round_accepted_sfc_ratio,5,0.6153846153846153,0.5384615384615385,0.07692307692307696,0.07692307692307693,-0.01858953832336649,0.1724356921695204,1.0,0.08900934250008567,14.285714285714253,0
13,5.0,Sharable,20,hds_full-pbqs,provisioning_cost,5,0.035,0.027000000000000003,0.008000000000000002,0.010000000000000002,-0.002388506336835676,0.01838850633683568,0.956182887467515,0.09930068321372679,-29.629629629629626,1
13,5.0,Sharable,20,hds_full-pbqs,makespan_s,5,14.104918978516542,18.82935433657959,-4.724435358063052,-3.8591043020505733,-7.45107220674026,-1.9977985093858432,-2.1514274256191066,0.008580696014848855,25.09079851391897,1
13,5.0,Sharable,20,hds_full-pbqs,network_data_mb,5,81.55128269278097,81.55128269278097,0.0,0.0,0.0,0.0,,1.0,0.0,1
13,5.0,Sharable,20,hds_full-pbqs,scheduler_runtime_s,5,12.460469620998628,0.00587503460046712,12.454594586398162,15.111541539998145,4.947816597832108,19.961372574964216,2.0600611518961562,0.009982383739947878,-211991.85082940458,0
13,5.0,Sharable,20,hds_full-pbqs,first_round_scheduler_runtime_s,5,12.44527795239992,0.00310707480020934,12.442170877599711,15.099536802998045,4.936680293923119,19.947661461276304,2.058359205967739,0.010011029889139126,-400446.4545482271,0
13,5.0,Sharable,20,hds_full-pbqs,milp_runtime_s,5,12.458998422999866,0.0,12.458998422999866,15.114330373002304,4.95187365200638,19.96612319399335,2.060694375999979,0.00997175107586618,,0
14,5.0,NonSharable,20,hds_full-pbqs,workflow_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
14,5.0,NonSharable,20,hds_full-pbqs,global_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
14,5.0,NonSharable,20,hds_full-pbqs,first_round_accepted_sfc_ratio,5,0.3571428571428571,0.3142857142857142,0.04285714285714284,0.0714285714285714,-0.005720527189875396,0.09143481290416107,1.0954451150103324,0.07048399691021992,13.636363636363644,0
14,5.0,NonSharable,20,hds_full-pbqs,provisioning_cost,5,0.035,0.029000000000000005,0.006000000000000001,0.010000000000000002,-0.0008008738065825565,0.012800873806582558,1.0954451150103321,0.07048399691021992,-20.689655172413786,1
14,5.0,NonSharable,20,hds_full-pbqs,makespan_s,5,13.484684736634453,18.52934835329372,-5.044663616659267,-6.10250541761749,-8.466681897432228,-1.6226453358863062,-1.8304335868244843,0.014938693701235359,27.225261895206064,1
14,5.0,NonSharable,20,hds_full-pbqs,network_data_mb,5,88.51304668349886,88.51304668349886,0.0,0.0,0.0,0.0,,1.0,0.0,1
14,5.0,NonSharable,20,hds_full-pbqs,scheduler_runtime_s,5,0.022911605196713883,0.006100616398180081,0.0168109887985338,0.0168279010031256,0.011849924598723773,0.021772052998343828,4.207484266409106,0.0007113764046408421,-275.562135058169,0
14,5.0,NonSharable,20,hds_full-pbqs,first_round_scheduler_runtime_s,5,0.021855129799951044,0.00267074699877408,0.01918438280117696,0.019417716001044,0.014304383282346966,0.024064382320006957,4.8812622542413715,0.00040009429123368694,-718.3152432627627,0
14,5.0,NonSharable,20,hds_full-pbqs,milp_runtime_s,5,0.02144658360120952,0.0,0.02144658360120952,0.0216475170018384,0.01669823871077649,0.026194928491642552,5.60815428461023,0.00023267028389716945,,0
14,5.0,Sharable,20,hds_full-pbqs,workflow_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
14,5.0,Sharable,20,hds_full-pbqs,global_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
14,5.0,Sharable,20,hds_full-pbqs,first_round_accepted_sfc_ratio,5,0.6,0.5142857142857142,0.08571428571428572,0.0714285714285714,0.011510669022602282,0.15991790240596915,1.4342743312012718,0.03267792333680304,16.666666666666675,0
14,5.0,Sharable,20,hds_full-pbqs,provisioning_cost,5,0.035,0.025,0.010000000000000002,0.010000000000000002,0.0012201096691491723,0.018779890330850833,1.414213562373095,0.03410942316740962,-40.00000000000001,1
14,5.0,Sharable,20,hds_full-pbqs,makespan_s,5,16.362798117130758,18.936325503243104,-2.573527386112347,-2.6063655238472023,-4.51083588026251,-0.6362188919621832,-1.649430802257895,0.021051202053287456,13.59042643025752,1
14,5.0,Sharable,20,hds_full-pbqs,network_data_mb,5,88.51304668349886,88.51304668349886,0.0,0.0,0.0,0.0,,1.0,0.0,1
14,5.0,Sharable,20,hds_full-pbqs,scheduler_runtime_s,5,10.98883407519752,0.00613986379976262,10.982694211397757,15.07965016000162,3.619216863251868,18.346171559543645,1.8519532770759732,0.01436375628293172,-178875.2091181953,0
14,5.0,Sharable,20,hds_full-pbqs,first_round_scheduler_runtime_s,5,10.975221190000592,0.0033777620003092395,10.971843428000284,15.06653573299991,3.6087998467774547,18.334887009223113,1.8502325605159606,0.01440873604212775,-324825.8292619727,0
14,5.0,Sharable,20,hds_full-pbqs,milp_runtime_s,5,10.98733328239905,0.0,10.98733328239905,15.08331136400011,3.6248507844552886,18.34981578034281,1.85298588850039,0.0143368449277076,,0
15,5.0,NonSharable,20,hds_full-pbqs,workflow_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
15,5.0,NonSharable,20,hds_full-pbqs,global_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
15,5.0,NonSharable,20,hds_full-pbqs,first_round_accepted_sfc_ratio,5,0.3333333333333333,0.2933333333333333,0.04000000000000002,0.06666666666666671,-0.005339158710550393,0.08533915871055044,1.095445115010332,0.07048399691021992,13.636363636363651,0
15,5.0,NonSharable,20,hds_full-pbqs,provisioning_cost,5,0.035,0.033,0.0020000000000000005,0.0,-0.003552890210395588,0.0075528902103955894,0.4472135954999579,0.37390096630005887,-6.060606060606066,1
15,5.0,NonSharable,20,hds_full-pbqs,makespan_s,5,15.249984853801973,18.25183340172717,-3.0018485479251944,-2.422947488821041,-5.289223236915964,-0.7144738589344253,-1.6295044655161006,0.021893272023008406,16.446832939211088,1
15,5.0,NonSharable,20,hds_full-pbqs,network_data_mb,5,92.95813344235044,92.95813344235044,0.0,0.0,0.0,0.0,,1.0,0.0,1
15,5.0,NonSharable,20,hds_full-pbqs,scheduler_runtime_s,5,0.0236105110008793,0.0067128521994162995,0.016897658801463,0.0157246489870886,0.009576167762517865,0.024219149840408134,2.8657024199172554,0.003046989370078976,-251.72100173652416,0
15,5.0,NonSharable,20,hds_full-pbqs,first_round_scheduler_runtime_s,5,0.02231775000036574,0.0029417366000415598,0.01937601340032418,0.0176358129974688,0.011734797955804108,0.027017228844844254,3.1485172015598484,0.002145458094712422,-658.6590179437019,0
15,5.0,NonSharable,20,hds_full-pbqs,milp_runtime_s,5,0.02186515599969422,0.0,0.02186515599969422,0.0199637900004745,0.013977325331643555,0.029752986667744886,3.441906674023312,0.0015333831159608697,,0
15,5.0,Sharable,20,hds_full-pbqs,workflow_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
15,5.0,Sharable,20,hds_full-pbqs,global_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
15,5.0,Sharable,20,hds_full-pbqs,first_round_accepted_sfc_ratio,5,0.5866666666666667,0.49333333333333335,0.09333333333333331,0.06666666666666665,-0.0010476517988181333,0.18771431846548475,1.227881227029841,0.05160595781117475,18.918918918918916,0
15,5.0,Sharable,20,hds_full-pbqs,provisioning_cost,5,0.035,0.028999999999999998,0.006000000000000003,0.010000000000000002,-0.005105780420791169,0.017105780420791174,0.6708203932499373,0.20799999999999966,-20.68965517241381,1
15,5.0,Sharable,20,hds_full-pbqs,makespan_s,5,15.891135406726267,19.128220564905643,-3.237085158179371,-2.7587956132162166,-5.392241052278603,-1.0819292640801383,-1.8650029499193124,0.014028088862130939,16.923085695270704,1
15,5.0,Sharable,20,hds_full-pbqs,network_data_mb,5,92.95813344235044,92.95813344235044,0.0,0.0,0.0,0.0,,1.0,0.0,1
15,5.0,Sharable,20,hds_full-pbqs,scheduler_runtime_s,5,13.110772917600116,0.00675049299825328,13.104022424601862,15.194358833992736,7.142952804408303,19.06509204479542,2.7295089493946576,0.0036466005141419463,-194119.4876876783,0
15,5.0,Sharable,20,hds_full-pbqs,first_round_scheduler_runtime_s,5,13.089228360800917,0.003932980999525121,13.08529537980139,15.183496678000665,7.1247141182326486,19.045876641370132,2.7258315029976306,0.0036647129135666556,-332706.8038564475,0
15,5.0,Sharable,20,hds_full-pbqs,milp_runtime_s,5,13.10898002840113,0.0,13.10898002840113,15.199141616994892,7.148060036646601,19.069900020155657,2.7306101368501854,0.0036411982808844034,,0
16,5.0,NonSharable,20,hds_full-pbqs,workflow_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
16,5.0,NonSharable,20,hds_full-pbqs,global_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
16,5.0,NonSharable,20,hds_full-pbqs,first_round_accepted_sfc_ratio,5,0.3125,0.275,0.0375,0.0625,-0.005005461291140982,0.08000546129114097,1.0954451150103321,0.07048399691021992,13.636363636363628,0
16,5.0,NonSharable,20,hds_full-pbqs,provisioning_cost,5,0.035,0.037000000000000005,-0.001999999999999999,0.0,-0.007552890210395583,0.003552890210395585,-0.44721359549995787,0.37390096630005887,5.40540540540541,1
16,5.0,NonSharable,20,hds_full-pbqs,makespan_s,5,14.685403034341158,18.844203408260267,-4.1588003739191075,-4.3884211236463475,-6.50263235043349,-1.8149683974047246,-2.203158226252666,0.00789308048366115,22.069388043731887,1
16,5.0,NonSharable,20,hds_full-pbqs,network_data_mb,5,98.3058311837618,98.3058311837618,0.0,0.0,0.0,0.0,,1.0,0.0,1
16,5.0,NonSharable,20,hds_full-pbqs,scheduler_runtime_s,5,0.02549551980118846,0.007000911000795839,0.01849460880039262,0.0187997449975228,0.013937302978439058,0.02305191462234618,5.038961791347613,0.000353491338014235,-264.17431671807026,0
16,5.0,NonSharable,20,hds_full-pbqs,first_round_scheduler_runtime_s,5,0.02404486200030072,0.00299366580147756,0.02105119619882316,0.020648088997404602,0.01627760361751632,0.02582478878013,5.475647951515554,0.0002555046234717236,-703.1912576358085,0
16,5.0,NonSharable,20,hds_full-pbqs,milp_runtime_s,5,0.02360145320053558,0.0,0.02360145320053558,0.0230747919995337,0.01883172465332545,0.028371181747745708,6.14397118291709,0.00016264032569344414,,0
16,5.0,Sharable,20,hds_full-pbqs,workflow_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
16,5.0,Sharable,20,hds_full-pbqs,global_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
16,5.0,Sharable,20,hds_full-pbqs,first_round_accepted_sfc_ratio,5,0.575,0.475,0.1,0.0625,0.03058887237005517,0.16941112762994484,1.788854381999832,0.016130089900092546,21.052631578947366,0
16,5.0,Sharable,20,hds_full-pbqs,provisioning_cost,5,0.035,0.035,1.3877787807814458e-18,0.0,-0.01520721613791635,0.015207216137916353,1.1331166295920987e-16,0.9999999999999998,0.0,1
16,5.0,Sharable,20,hds_full-pbqs,makespan_s,5,16.042181081936967,19.28827480397293,-3.246093722035961,-2.2376255209986375,-5.243277193531829,-1.2489102505400933,-2.018120902246636,0.01071827879467908,16.82936268290487,1
16,5.0,Sharable,20,hds_full-pbqs,network_data_mb,5,98.3058311837618,98.3058311837618,0.0,0.0,0.0,0.0,,1.0,0.0,1
16,5.0,Sharable,20,hds_full-pbqs,scheduler_runtime_s,5,12.922165479797695,0.00825544100152906,12.913910038796166,15.117920539993065,6.733889296604615,19.093930780987716,2.594608956851034,0.0043899086333789574,-156429.0755200633,0
16,5.0,Sharable,20,hds_full-pbqs,first_round_scheduler_runtime_s,5,12.898621706999984,0.00425382980029092,12.894367877199693,15.101943847999792,6.717779429727427,19.07095632467196,2.5921222546835136,0.004405274267236899,-303123.7374922204,0
16,5.0,Sharable,20,hds_full-pbqs,milp_runtime_s,5,12.920180307400006,0.0,12.920180307400006,15.123991821001256,6.739929335622987,19.100431279177023,2.5957720505623887,0.004382744298081426,,0
17,5.0,NonSharable,20,hds_full-pbqs,workflow_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
17,5.0,NonSharable,20,hds_full-pbqs,global_deadline_success,5,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0
17,5.0,NonSharable,20,hds_full-pbqs,first_round_accepted_sfc_ratio,5,0.2941176470588235,0.2823529411764706,0.011764705882352938,0.0,-0.020899354178797565,0.04442876594350344,0.44721359549995787,0.37390096630005887,4.166666666666652,0
17,5.0,NonSharable,20,hds_full-pbqs,provisioning_cost,5,0.035,0.035,0.0,0.0,0.0,0.0,,1.0,0.0,1
17,5.0,NonSharable,20,hds_full-pbqs,makespan_s,5,15.13309436609644,19.020863666809575,-3.8877693007131313,-3.9347410509388574,-4.87335904912651,-2.9021795522997524,-4.897882898831287,0.0003948361230783169,20.43949932461317,1
17,5.0,NonSharable,20,hds_full-pbqs,network_data_mb,5,103.15260408606973,103.15260408606973,0.0,0.0,0.0,0.0,,1.0,0.0,1
17,5.0,NonSharable,20,hds_full-pbqs,scheduler_runtime_s,5,0.025194469000416518,0.007593172201450139,0.01760129679896638,0.019205672990210598,0.012883087897229051,0.022319505700703714,4.632032411478928,0.0004904639078948641,-231.80426219762134,0
