family,workflow_size,deadline_factor,sharing,candidate_count,eta,alpha,beta,gamma,omega_u,omega_w,deadline_mode,reconstruct_earliest_start,topology,node_count,paired_sample_size,provisioning_cost_improvement_pct_mean,provisioning_cost_improvement_pct_ci95_low,provisioning_cost_improvement_pct_ci95_high,end_to_end_delay_s_improvement_pct_mean,end_to_end_delay_s_improvement_pct_ci95_low,end_to_end_delay_s_improvement_pct_ci95_high,network_data_mb_improvement_pct_mean,network_data_mb_improvement_pct_ci95_low,network_data_mb_improvement_pct_ci95_high,resource_utilization_improvement_pct_mean,resource_utilization_improvement_pct_ci95_low,resource_utilization_improvement_pct_ci95_high,cpu_utilization_improvement_pct_mean,cpu_utilization_improvement_pct_ci95_low,cpu_utilization_improvement_pct_ci95_high,ram_utilization_improvement_pct_mean,ram_utilization_improvement_pct_ci95_low,ram_utilization_improvement_pct_ci95_high,max_link_bandwidth_utilization_improvement_pct_mean,max_link_bandwidth_utilization_improvement_pct_ci95_low,max_link_bandwidth_utilization_improvement_pct_ci95_high,workflow_deadline_success_improvement_pct_mean,workflow_deadline_success_improvement_pct_ci95_low,workflow_deadline_success_improvement_pct_ci95_high,workflow_completed_improvement_pct_mean,workflow_completed_improvement_pct_ci95_low,workflow_completed_improvement_pct_ci95_high,global_deadline_success_improvement_pct_mean,global_deadline_success_improvement_pct_ci95_low,global_deadline_success_improvement_pct_ci95_high,sfc_subdeadline_success_improvement_pct_mean,sfc_subdeadline_success_improvement_pct_ci95_low,sfc_subdeadline_success_improvement_pct_ci95_high
cybershake,100,2.5,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-21.13055477284714,-26.08438735036001,-16.17672219533427,25.35031641108022,24.29562422000837,26.405008602152073,-29.724642654915684,-32.80532990850713,-26.643955401324238,-23.755279381005362,-25.38576207459055,-22.124796687420176,-25.252407818297087,-26.854379499673584,-23.65043613692059,-22.929398002578317,-24.586726302036837,-21.27206970311979,-141.56964193678357,-159.18581194150255,-123.95347193206459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,2.75,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,11.678923059312076,8.592566973690257,14.765279144933896,3.5735219914057796,2.7658174366476462,4.381226546163913,2.745614712781167,1.4178803606977959,4.073349064864539,8.842542916540138,6.297554304000214,11.38753152908006,7.526344929206079,5.105133446855229,9.947556411556928,9.567872955938071,6.944301345190487,12.191444566685655,-30.110301909200576,-36.59660453757955,-23.623999280821607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,2.75,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-21.13055477284714,-26.08438735036001,-16.17672219533427,25.35031641108022,24.29562422000837,26.405008602152073,-29.724642654915684,-32.80532990850713,-26.643955401324238,-23.755279381005362,-25.38576207459055,-22.124796687420176,-25.252407818297087,-26.854379499673584,-23.65043613692059,-22.929398002578314,-24.586726302036837,-21.27206970311979,-144.22024171917607,-161.32094843452063,-127.11953500383153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,3.0,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,11.678923059312076,8.592566973690257,14.765279144933896,3.5735219914057796,2.7658174366476462,4.381226546163913,2.745614712781167,1.4178803606977959,4.073349064864539,8.842542916540138,6.297554304000214,11.38753152908006,7.526344929206079,5.105133446855229,9.947556411556928,9.567872955938073,6.944301345190489,12.191444566685657,-30.110546130873953,-36.596770654804,-23.624321606943926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,3.0,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-21.13055477284714,-26.08438735036001,-16.17672219533427,25.35031641108022,24.29562422000837,26.405008602152073,-29.724642654915684,-32.80532990850713,-26.643955401324238,-23.755279381005362,-25.38576207459055,-22.124796687420176,-25.252407818297087,-26.854379499673584,-23.65043613692059,-22.929398002578317,-24.586726302036837,-21.27206970311979,-144.76519856301348,-161.92860805147143,-127.60178907455554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,3.25,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,11.678923059312076,8.592566973690257,14.765279144933896,3.5735219914057796,2.7658174366476462,4.381226546163913,2.745614712781167,1.4178803606977959,4.073349064864539,8.842542916540138,6.297554304000214,11.38753152908006,7.526344929206079,5.105133446855229,9.947556411556928,9.567872955938073,6.944301345190489,12.191444566685657,-30.110546130873953,-36.596770654804,-23.624321606943926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,3.25,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-21.13055477284714,-26.08438735036001,-16.17672219533427,25.35031641108022,24.29562422000837,26.405008602152073,-29.724642654915684,-32.80532990850713,-26.643955401324238,-23.755279381005362,-25.38576207459055,-22.124796687420176,-25.252407818297087,-26.854379499673584,-23.65043613692059,-22.929398002578317,-24.586726302036837,-21.27206970311979,-141.15920408973062,-158.23534555723188,-124.08306262222936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,3.5,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,11.678923059312076,8.592566973690257,14.765279144933896,3.5735219914057796,2.7658174366476462,4.381226546163913,2.745614712781167,1.4178803606977959,4.073349064864539,8.842542916540138,6.297554304000214,11.38753152908006,7.526344929206077,5.105133446855229,9.947556411556926,9.567872955938071,6.944301345190487,12.191444566685655,-28.986558806395518,-35.715777755339936,-22.257339857451115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,3.5,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-21.13055477284714,-26.08438735036001,-16.17672219533427,25.35031641108022,24.29562422000837,26.405008602152073,-29.724642654915684,-32.80532990850713,-26.643955401324238,-23.755279381005362,-25.38576207459055,-22.124796687420176,-25.252407818297087,-26.854379499673584,-23.65043613692059,-22.929398002578314,-24.586726302036837,-21.27206970311979,-142.35427124932687,-159.423888781642,-125.28465371701174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,3.75,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,11.678923059312076,8.592566973690257,14.765279144933896,3.5735219914057796,2.7658174366476462,4.381226546163913,2.745614712781167,1.4178803606977959,4.073349064864539,8.842542916540138,6.297554304000214,11.38753152908006,7.526344929206077,5.105133446855229,9.947556411556926,9.567872955938071,6.944301345190487,12.191444566685655,-28.986558806395518,-35.715777755339936,-22.257339857451115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,3.75,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-21.13055477284714,-26.08438735036001,-16.17672219533427,25.35031641108022,24.29562422000837,26.405008602152073,-29.724642654915684,-32.80532990850713,-26.643955401324238,-23.755279381005362,-25.38576207459055,-22.124796687420176,-25.252407818297087,-26.854379499673584,-23.65043613692059,-22.929398002578317,-24.586726302036837,-21.27206970311979,-140.07072808337915,-157.20783740212954,-122.93361876462876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,4.0,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,11.678923059312076,8.592566973690257,14.765279144933896,3.5735219914057796,2.7658174366476462,4.381226546163913,2.745614712781167,1.4178803606977959,4.073349064864539,8.842542916540138,6.297554304000214,11.38753152908006,7.526344929206077,5.105133446855229,9.947556411556926,9.567872955938071,6.944301345190487,12.191444566685655,-28.927330417714202,-35.65701678465021,-22.1976440507782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,4.0,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-20.997221439513805,-25.91632144325679,-16.078121435770825,25.262292737167524,24.22413473992003,26.300450734415005,-29.850936213838253,-32.92063557978303,-26.781236847893464,-23.874748176039702,-25.539222675466952,-22.210273676612452,-25.356303018035188,-26.996436409970126,-23.71616962610025,-23.05818477129095,-24.745332658020043,-21.371036884561857,-146.02513998533774,-163.314061982308,-128.73621798836754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,4.25,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,11.678923059312076,8.592566973690257,14.765279144933896,3.5735219914057796,2.7658174366476462,4.381226546163913,2.745614712781167,1.4178803606977959,4.073349064864539,8.842542916540138,6.297554304000214,11.38753152908006,7.526344929206077,5.105133446855229,9.947556411556926,9.567872955938071,6.944301345190487,12.191444566685655,-28.927330417714202,-35.65701678465021,-22.1976440507782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,4.25,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-20.997221439513805,-25.91632144325679,-16.078121435770825,25.262292737167524,24.22413473992003,26.300450734415005,-29.850936213838253,-32.92063557978303,-26.781236847893464,-23.874748176039702,-25.539222675466952,-22.210273676612452,-25.356303018035188,-26.996436409970126,-23.71616962610025,-23.05818477129095,-24.745332658020043,-21.371036884561857,-146.07571788843418,-163.40360382872666,-128.7478319481417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,4.5,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,11.678923059312076,8.592566973690257,14.765279144933896,3.5735219914057796,2.7658174366476462,4.381226546163913,2.745614712781167,1.4178803606977959,4.073349064864539,8.842542916540138,6.297554304000214,11.38753152908006,7.526344929206077,5.105133446855229,9.947556411556926,9.567872955938071,6.944301345190487,12.191444566685655,-28.927330417714202,-35.65701678465021,-22.1976440507782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,4.5,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-20.997221439513805,-25.91632144325679,-16.078121435770825,25.262292737167524,24.22413473992003,26.300450734415005,-29.850936213838253,-32.92063557978303,-26.781236847893464,-23.874748176039702,-25.539222675466952,-22.210273676612452,-25.356303018035188,-26.996436409970126,-23.71616962610025,-23.05818477129095,-24.745332658020043,-21.371036884561857,-143.3627803664551,-160.2730280041317,-126.4525327287785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,4.75,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,11.678923059312076,8.592566973690257,14.765279144933896,3.5735219914057796,2.7658174366476462,4.381226546163913,2.745614712781167,1.4178803606977959,4.073349064864539,8.842542916540138,6.297554304000214,11.38753152908006,7.526344929206077,5.105133446855229,9.947556411556926,9.567872955938071,6.944301345190487,12.191444566685655,-28.927330417714202,-35.65701678465021,-22.1976440507782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,4.75,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-20.997221439513805,-25.91632144325679,-16.078121435770825,25.262292737167524,24.22413473992003,26.300450734415005,-29.850936213838253,-32.92063557978303,-26.781236847893464,-23.874748176039702,-25.539222675466952,-22.210273676612452,-25.356303018035188,-26.996436409970126,-23.71616962610025,-23.05818477129095,-24.745332658020043,-21.371036884561857,-142.6826421040451,-159.64530070485196,-125.71998350323824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,5.0,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,11.678923059312076,8.592566973690257,14.765279144933896,3.5735219914057796,2.7658174366476462,4.381226546163913,2.745614712781167,1.4178803606977959,4.073349064864539,8.842542916540138,6.297554304000214,11.38753152908006,7.526344929206077,5.105133446855229,9.947556411556926,9.567872955938071,6.944301345190487,12.191444566685655,-28.927330417714202,-35.65701678465021,-22.1976440507782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybershake,100,5.0,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-20.997221439513805,-25.91632144325679,-16.078121435770825,25.262292737167524,24.22413473992003,26.300450734415005,-29.850936213838253,-32.92063557978303,-26.781236847893464,-23.874748176039702,-25.539222675466952,-22.210273676612452,-25.356303018035188,-26.996436409970126,-23.71616962610025,-23.05818477129095,-24.745332658020043,-21.371036884561857,-144.9333428318422,-162.12402225819736,-127.74266340548702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigenomics,100,0.8,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigenomics,100,0.8,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigenomics,100,0.9,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigenomics,100,0.9,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigenomics,100,1.0,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigenomics,100,1.0,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigenomics,100,1.05,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,16.84768587068695,8.921045150179554,24.774326591194345,0.572723474132784,-0.2876590884619543,1.4331060367275223,5.899894243136241,0.3355920529222045,11.464196433350278,13.44883725702822,7.045271404236913,19.852403109819527,12.430516344846804,5.778774640632828,19.082258049060776,13.973119527715664,7.686929438781607,20.259309616649723,-22.569754249365822,-38.669676743896076,-6.46983175483556,4.0,-16.66991672475789,24.66991672475789,4.0,-16.66991672475789,24.66991672475789,4.0,-16.66991672475789,24.66991672475789,4.0,-16.66991672475789,24.66991672475789
epigenomics,100,1.05,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-1.2962962962962965,-42.243734489593905,39.65114189700131,0.4079910161046818,-0.8773110940854225,1.6932931262947861,-11.443189069784099,-75.5602368896722,52.673858750104,1.286334597252287,-21.93390838128454,24.506577575789116,1.2722647916947505,-19.183877007102716,21.728406590492213,1.321041700391138,-23.355048521390266,25.997131922172542,-29.391587470420347,-57.20970650364407,-1.5734684371966274,34.0,18.160970978449026,49.83902902155097,34.0,18.160970978449026,49.83902902155097,34.0,18.160970978449026,49.83902902155097,34.0,18.160970978449026,49.83902902155097
epigenomics,100,1.1,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,12.187695873023644,7.843706048576931,16.531685697470355,2.79333085059788,2.075341570068125,3.5113201311276354,14.0406739587032,9.922800257948627,18.158547659457774,10.877943309160369,7.576782784522324,14.179103833798413,9.432015836143236,6.048573987373885,12.815457684912587,11.633677998020799,8.343800488213455,14.923555507828143,-16.24365690932927,-24.740050472661494,-7.747263345997055,28.0,11.719630758133174,44.28036924186682,28.0,11.719630758133174,44.28036924186682,28.0,11.719630758133174,44.28036924186682,28.0,11.719630758133174,44.28036924186682
epigenomics,100,1.1,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-4.225135173277586,-13.928645286804791,5.478374940249618,2.672550715337384,1.5008906457133036,3.844210784961465,-11.070898248700333,-25.30251789430688,3.1607213969062133,-3.8863592398571845,-9.457647521476563,1.684929041762195,-4.21775666664762,-9.83648128596187,1.4009679526666288,-3.701025824087966,-9.275383597543705,1.8733319493677731,-33.929720230533434,-59.69092942979306,-8.168511031273805,56.0,41.74961550866369,70.2503844913363,56.0,41.74961550866369,70.2503844913363,56.0,41.74961550866369,70.2503844913363,56.0,41.74961550866369,70.2503844913363
epigenomics,100,1.15,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,15.847651835907323,13.09189293360339,18.60341073821125,4.444151061561643,3.8754873673804138,5.0128147557428715,16.00292784193676,12.92353298442288,19.08232269945064,14.225674831095507,11.25589087430577,17.195458787885247,12.005303222274147,9.054578754703842,14.956027689844452,15.398634514274098,12.396302233838913,18.400966794709284,-16.865280838779235,-24.189273842990698,-9.541287834567772,18.0,6.970662936165347,29.029337063834653,18.0,6.970662936165347,29.029337063834653,18.0,6.970662936165347,29.029337063834653,18.0,6.970662936165347,29.029337063834653
epigenomics,100,1.15,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-13.094093033279236,-22.316146054619637,-3.872040011938834,6.193161712393878,5.11883023145621,7.267493193331546,-8.21290736492973,-18.4361167192967,2.01030198943724,-9.522550129056125,-14.388010023860744,-4.657090234251505,-10.573437807550372,-15.522981986576895,-5.62389362852385,-8.983431155380934,-13.840013864211446,-4.126848446550423,-21.956128484002402,-34.61538902957209,-9.296867938432706,52.0,36.55081729448813,67.44918270551187,52.0,36.55081729448813,67.44918270551187,52.0,36.55081729448813,67.44918270551187,52.0,36.55081729448813,67.44918270551187
epigenomics,100,1.2,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,16.454191559647015,13.939524794811293,18.96885832448274,5.232246730038048,4.581625925059006,5.882867535017091,16.87284345005546,14.333024782766472,19.412662117344446,14.533131249023619,11.773380651158137,17.292881846889102,12.17443758037679,9.463303947902455,14.885571212851124,15.78734421076148,12.979850577730385,18.594837843792575,-15.810204186796962,-22.51704223326626,-9.103366140327665,2.0,-2.0191504742584785,6.0191504742584785,2.0,-2.0191504742584785,6.0191504742584785,2.0,-2.0191504742584785,6.0191504742584785,2.0,-2.0191504742584785,6.0191504742584785
epigenomics,100,1.2,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-9.183003182553769,-14.02510234886034,-4.340904016247194,9.047310346047094,8.163938170645958,9.930682521448231,-0.08987366788583975,-6.0428839156471,5.8631365798754205,-10.96515580807719,-14.08468335804279,-7.845628258111594,-12.522190050709833,-15.848638761062517,-9.195741340357145,-10.14995010616121,-13.182551962980796,-7.1173482493416245,-29.027003881968493,-42.268648725016256,-15.785359038920724,38.0,24.065420310552014,51.934579689447986,38.0,24.065420310552014,51.934579689447986,38.0,24.065420310552014,51.934579689447986,38.0,24.065420310552014,51.934579689447986
epigenomics,100,1.25,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,16.542009667095144,14.094946408624782,18.989072925565505,5.400831502325302,4.6781177488624355,6.123545255788169,16.96438572228576,14.429465082718387,19.499306361853137,14.096179064836406,11.563407457589369,16.62895067208344,11.807748339204602,9.318631315277479,14.296865363131726,15.314262309891685,12.73417518378523,17.89434943599814,-15.346857385323858,-21.98684326775384,-8.706871502893875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigenomics,100,1.25,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-8.956133076210117,-12.881016522805474,-5.031249629614756,10.21053883848672,9.403067038036118,11.018010638937321,-0.14643407136608877,-5.158559719980089,4.865691577247913,-11.588411331802648,-13.943828217925684,-9.232994445679612,-13.293646501881485,-15.694919410769456,-10.892373592993517,-10.687487408317653,-13.039313100124584,-8.335661716510721,-35.3217031087437,-47.14398019320518,-23.499426024282204,14.0,4.038620771101721,23.96137922889828,14.0,4.038620771101721,23.96137922889828,14.0,4.038620771101721,23.96137922889828,14.0,4.038620771101721,23.96137922889828
epigenomics,100,1.3,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,16.611273736359212,14.143386838697833,19.079160634020592,5.4627119763474346,4.743622062718508,6.181801889976361,17.091189807895503,14.567498398723856,19.61488121706715,14.183568471470297,11.657670708334763,16.709466234605824,11.871623255393542,9.38625325141918,14.356993259367904,15.4143751724801,12.843125499596578,17.98562484536362,-15.463265866539254,-22.073947274509585,-8.852584458568924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigenomics,100,1.3,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-9.781682391853003,-13.475599136138076,-6.087765647567927,11.017487540991377,10.146303591045267,11.88867149093749,-0.7152729319506009,-5.6269392674332215,4.19639340353202,-12.341135824151568,-14.316864167440261,-10.365407480862881,-14.185412257894418,-16.190680128883,-12.180144386905841,-11.358882722495656,-13.3434473185826,-9.374318126408705,-36.3962810340257,-47.545274520117054,-25.24728754793434,6.0,-0.8178239472322657,12.817823947232267,6.0,-0.8178239472322657,12.817823947232267,6.0,-0.8178239472322657,12.817823947232267,6.0,-0.8178239472322657,12.817823947232267
epigenomics,100,1.35,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,16.611273736359212,14.143386838697833,19.079160634020592,5.4627119763474346,4.743622062718508,6.181801889976361,17.091189807895503,14.567498398723856,19.61488121706715,14.183568471470297,11.657670708334763,16.709466234605824,11.871623255393542,9.38625325141918,14.356993259367904,15.4143751724801,12.843125499596578,17.98562484536362,-15.463265866539254,-22.073947274509585,-8.852584458568924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigenomics,100,1.35,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-8.615123126559281,-12.392430643792737,-4.837815609325824,11.054833521907542,10.219751656905222,11.88991538690986,0.2772208911687614,-4.630072751697657,5.184514534035181,-11.475474580204008,-13.684934835456469,-9.266014324951547,-13.27278078267868,-15.528171790043396,-11.017389775313964,-10.520168926360961,-12.725263385824917,-8.315074466897006,-34.787645707733695,-45.78617727218532,-23.78911414328207,2.0,-2.0191504742584785,6.0191504742584785,2.0,-2.0191504742584785,6.0191504742584785,2.0,-2.0191504742584785,6.0191504742584785,2.0,-2.0191504742584785,6.0191504742584785
epigenomics,100,1.4,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,16.611273736359212,14.143386838697833,19.079160634020592,5.4627119763474346,4.743622062718508,6.181801889976361,17.091189807895503,14.567498398723856,19.61488121706715,14.183568471470297,11.657670708334763,16.709466234605824,11.871623255393542,9.38625325141918,14.356993259367904,15.4143751724801,12.843125499596578,17.98562484536362,-15.463265866539254,-22.073947274509585,-8.852584458568924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigenomics,100,1.4,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-8.560467722851625,-12.261138134908911,-4.859797310794339,11.200560113619893,10.331927769605084,12.069192457634706,0.762661435267691,-4.140966687392191,5.6662895579275725,-11.283391723174896,-13.481233400227293,-9.0855500461225,-13.095101517511285,-15.332435542137425,-10.857767492885149,-10.319523191115138,-12.516249407069129,-8.122796975161148,-34.3345338349582,-45.1435927483443,-23.525474921572105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigenomics,100,1.45,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,16.611273736359212,14.143386838697833,19.079160634020592,5.462633759312841,4.7435315364687165,6.181735982156964,17.091189807895503,14.567498398723856,19.61488121706715,14.183568471470297,11.657670708334763,16.709466234605824,11.871623255393542,9.38625325141918,14.356993259367904,15.4143751724801,12.843125499596578,17.98562484536362,-15.645444420564951,-22.220034934053494,-9.070853907076405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigenomics,100,1.45,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-8.324356611740514,-12.067352226392977,-4.5813609970880504,11.200616881102755,10.331968062598435,12.06926569960708,0.762661435267691,-4.140966687392191,5.6662895579275725,-11.283391723174896,-13.481233400227293,-9.0855500461225,-13.095101517511285,-15.332435542137425,-10.857767492885149,-10.319523191115138,-12.516249407069129,-8.122796975161148,-34.33461105422831,-45.143659544013076,-23.52556256444356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigenomics,100,1.5,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,16.611273736359212,14.143386838697833,19.079160634020592,5.462633759312841,4.7435315364687165,6.181735982156964,17.091189807895503,14.567498398723856,19.61488121706715,14.183568471470297,11.657670708334763,16.709466234605824,11.871623255393542,9.38625325141918,14.356993259367904,15.4143751724801,12.843125499596578,17.98562484536362,-15.645444420564951,-22.220034934053494,-9.070853907076405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigenomics,100,1.5,Sharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,-8.324356611740514,-12.067352226392977,-4.5813609970880504,11.200616881102755,10.331968062598435,12.06926569960708,0.762661435267691,-4.140966687392191,5.6662895579275725,-11.283391723174896,-13.481233400227293,-9.0855500461225,-13.095101517511285,-15.332435542137425,-10.857767492885149,-10.319523191115138,-12.516249407069129,-8.122796975161148,-34.33461105422831,-45.143659544013076,-23.52556256444356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epigenomics,100,1.6,NonSharable,20,0.7,0.7,0.2,0.1,0.7,0.3,reference,1,small,5,50,16.611273736359212,14.143386838697833,19.079160634020592,5.462633759312841,4.7435315364687165,6.181735982156964,17.091189807895503,14.567498398723856,19.61488121706715,14.183568471470297,11.657670708334763,16.709466234605824,11.871623255393542,9.38625325141918,14.356993259367904,15.4143751724801,12.843125499596578,17.98562484536362,-15.645444420564951,-22.220034934053494,-9.070853907076405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
