family,workflow_size,deadline_factor,sharing,deadline_mode,candidate_count,topology,metric,comparison,difference_direction,total_paired_seeds,analyzed_paired_seeds,hds_mean,pbqs_mean,mean_paired_difference,median_paired_difference,paired_ci95_low,paired_ci95_high,cohen_dz,hds_improvement_pct,primary_test,p_value,wilcoxon_p_value,conditional_on_both_globally_successful,holm_adjusted_p_value_global,holm_adjusted_p_value_within_metric
cybershake,100,0.8,NonSharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,0.8,NonSharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,0.8,NonSharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,paired_t,,,0,,
cybershake,100,0.8,NonSharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_t,,,0,,
cybershake,100,0.8,NonSharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.8,NonSharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,0,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.8,NonSharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.8,NonSharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.8,NonSharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.8,NonSharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,8.875652005372026e-05,8.911659999284609e-05,-3.6007993912581586e-07,-2.7549867806056266e-07,-3.0743315369577855e-06,2.3541716587061533e-06,-0.03770232151963748,0.4040548440523205,paired_t,0.7908992200300438,0.10589261566596907,0,1.0,1.0
cybershake,100,0.8,Sharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,0.8,Sharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,0.8,Sharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,paired_t,,,0,,
cybershake,100,0.8,Sharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_t,,,0,,
cybershake,100,0.8,Sharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.8,Sharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,0,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.8,Sharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.8,Sharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.8,Sharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.8,Sharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,9.3646660243385e-05,9.498851977695185e-05,-1.3418595335668119e-06,-1.4999386621639132e-08,-9.338092231644388e-06,6.654373164510764e-06,-0.0476914910253097,1.4126544309962283,paired_t,0.7373840005734961,0.9389922173111831,0,1.0,1.0
cybershake,100,0.9,NonSharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,0.9,NonSharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,0.9,NonSharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,paired_t,,,0,,
cybershake,100,0.9,NonSharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_t,,,0,,
cybershake,100,0.9,NonSharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.9,NonSharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,0,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.9,NonSharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.9,NonSharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.9,NonSharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.9,NonSharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,9.164907998637763e-05,9.039461983774935e-05,1.25446014862827e-06,-5.609981599263847e-07,-4.456669729906849e-06,6.9655900271633895e-06,0.062424360357272154,-1.3877597481796236,paired_t,0.6608602130779709,0.39349457563481494,0,1.0,1.0
cybershake,100,0.9,Sharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,0.9,Sharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,0.9,Sharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,paired_t,,,0,,
cybershake,100,0.9,Sharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_t,,,0,,
cybershake,100,0.9,Sharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.9,Sharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,0,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.9,Sharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.9,Sharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.9,Sharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,0.9,Sharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,9.131902028456774e-05,9.04552401334476e-05,8.637801511201385e-07,-3.5499942896422e-07,-2.772697540968222e-06,4.500257843208499e-06,0.06750587342307965,-0.9549254966830087,paired_t,0.6352433391913789,0.8858855663449852,0,1.0,1.0
cybershake,100,1.0,NonSharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.0,NonSharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.0,NonSharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,paired_t,,,0,,
cybershake,100,1.0,NonSharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_t,,,0,,
cybershake,100,1.0,NonSharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.0,NonSharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,0,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.0,NonSharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.0,NonSharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.0,NonSharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.0,NonSharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,9.0805000363613e-05,8.84329198015619e-05,2.3720805620510987e-06,-2.85999703919515e-07,-1.688645999197874e-06,6.432807123300072e-06,0.16601409293368394,-2.6823501557721996,paired_t,0.24611050617440688,0.9542249738357711,0,1.0,1.0
cybershake,100,1.0,Sharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.0,Sharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.0,Sharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,paired_t,,,0,,
cybershake,100,1.0,Sharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,paired_t,,,0,,
cybershake,100,1.0,Sharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.0,Sharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,0,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.0,Sharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.0,Sharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.0,Sharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.0,Sharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,9.046530023624114e-05,9.158719993137414e-05,-1.1218996951330016e-06,2.800006768666208e-07,-4.8070495850458885e-06,2.5632501947798853e-06,-0.08652032483431878,1.2249524998838657,paired_t,0.543504359067891,0.5655778099255286,0,1.0,1.0
cybershake,100,1.05,NonSharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.05,NonSharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.05,NonSharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,0.21700000000000003,0.20760000000000006,0.009399999999999999,0.0,-0.007962278154304444,0.02676227815430444,0.15386520236099066,4.527938342967226,paired_t,0.2819216037134465,0.42369327251032507,0,1.0,1.0
cybershake,100,1.05,NonSharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,0.7829999999999999,0.7924,-0.009399999999999999,0.0,-0.02676227815430444,0.007962278154304444,-0.15386520236099066,1.1862695608278742,paired_t,0.2819216037134465,0.4134398466183463,0,1.0,1.0
cybershake,100,1.05,NonSharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.05,NonSharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,0,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.05,NonSharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.05,NonSharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.05,NonSharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.05,NonSharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,0.008781824460020245,0.004078646220586916,0.004703178239433329,0.0038203604963200997,0.0037811657830064335,0.005625190695860224,1.4496859095188093,-115.31223805815996,paired_t,8.788397411929439e-14,4.218847493575595e-12,0,1.0370308946076738e-10,5.0972704989190745e-12
cybershake,100,1.05,Sharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.05,Sharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.05,Sharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,0.17240000000000003,0.16440000000000002,0.008,0.0,-0.009386849464260182,0.025386849464260182,0.13076404949840523,4.866180048661804,paired_t,0.35968382349757116,0.355762052174445,0,1.0,1.0
cybershake,100,1.05,Sharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,0.8275999999999999,0.8356,-0.008000000000000007,0.0,-0.02538684946426019,0.009386849464260175,-0.13076404949840534,0.9573958831977164,paired_t,0.35968382349757055,0.3440097334094119,0,1.0,1.0
cybershake,100,1.05,Sharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.05,Sharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,0,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.05,Sharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.05,Sharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.05,Sharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.05,Sharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,0.018580302299815186,0.0035119840388505947,0.015068318260964587,0.0132803810010955,0.012430226329710973,0.017706410192218202,1.6232825765628454,-429.05429222554676,paired_t,1.7038237330876563e-15,1.7763568394002505e-15,0,2.0735534831676777e-12,1.1926766131613594e-13
cybershake,100,1.1,NonSharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.1,NonSharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.1,NonSharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,0.3277999999999999,0.3032,0.0246,0.0,0.008873660369277121,0.04032633963072288,0.4445562546250054,8.113456464379913,paired_t,0.002833552625076263,0.004029238087713438,0,1.0,0.09350723662751667
cybershake,100,1.1,NonSharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,0.6722,0.6968,-0.0246,0.0,-0.04032633963072288,-0.008873660369277125,-0.4445562546250055,3.5304247990815094,paired_t,0.002833552625076263,0.003281287907437068,0,1.0,0.09350723662751667
cybershake,100,1.1,NonSharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.1,NonSharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,0,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.1,NonSharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.1,NonSharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.1,NonSharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.1,NonSharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,0.01156542672106293,0.005491970559014542,0.006073456162048387,0.004802682007721201,0.004828049207682262,0.007318863116414513,1.3859382567233425,-110.58792280084958,paired_t,3.918861012903981e-13,1.7763568394002505e-15,0,4.53804105294281e-10,1.9594305064519904e-11
cybershake,100,1.1,Sharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.1,Sharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.1,Sharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,0.2842,0.2088,0.0754,0.08999999999999997,0.05100504105896523,0.09979495894103477,0.8783963504990059,36.11111111111111,paired_t,1.1051429672447024e-07,1.818868611987481e-06,0,9.658949533718699e-05,6.409829210019274e-06
cybershake,100,1.1,Sharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,0.7158000000000001,0.7911999999999999,-0.0754,-0.08999999999999997,-0.09979495894103477,-0.05100504105896523,-0.8783963504990059,9.529828109201189,paired_t,1.1051429672447024e-07,1.8108705902851733e-06,0,9.658949533718699e-05,6.409829210019274e-06
cybershake,100,1.1,Sharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.1,Sharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,0,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.1,Sharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.1,Sharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.1,Sharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.1,Sharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,0.01975214243837395,0.004222731900445023,0.015529410537928924,0.013594957506939,0.012707395865724587,0.018351425210133263,1.56392157916537,-367.757435329776,paired_t,6.421813281363908e-15,1.7763568394002505e-15,0,7.744706817324873e-12,4.238396765700179e-13
cybershake,100,1.15,NonSharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.15,NonSharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.15,NonSharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,0.44380000000000003,0.41119999999999995,0.032600000000000004,0.0,0.008113320729018363,0.05708667927098164,0.3783615322695154,7.9280155642023535,paired_t,0.0101183858015307,0.009100434094641435,0,1.0,0.2833148024428596
cybershake,100,1.15,NonSharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,0.5562,0.5888,-0.03259999999999999,0.0,-0.05708667927098163,-0.008113320729018353,-0.3783615322695153,5.536684782608689,paired_t,0.0101183858015307,0.010988782096696195,0,1.0,0.2833148024428596
cybershake,100,1.15,NonSharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.15,NonSharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,0,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.15,NonSharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.15,NonSharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.15,NonSharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.15,NonSharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,0.017921058841311555,0.007676857380283714,0.01024420146102784,0.00918830100636115,0.008325577964423838,0.012162824957631843,1.5174263462539939,-133.44264395659837,paired_t,1.8442790103087517e-14,5.329070518200751e-15,0,2.2020691383086496e-11,1.1618957764945135e-12
cybershake,100,1.15,Sharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.15,Sharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.15,Sharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,0.3986,0.24020000000000002,0.15839999999999999,0.13999999999999999,0.12339781832092397,0.193402181679076,1.286113600668333,65.94504579517067,paired_t,4.2691971210974786e-12,2.3790992884649217e-09,0,4.674770847601739e-09,2.817670099924336e-10
cybershake,100,1.15,Sharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,0.6014,0.7598,-0.15839999999999999,-0.14,-0.193402181679076,-0.12339781832092397,-1.286113600668333,20.84759147143985,paired_t,4.2691971210974786e-12,2.3748366084530263e-09,0,4.674770847601739e-09,2.817670099924336e-10
cybershake,100,1.15,Sharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.15,Sharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,0,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.15,Sharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.15,Sharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.15,Sharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.15,Sharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,0.023593262119975363,0.004979832419485267,0.01861342970049009,0.01615901201330415,0.016605246029465424,0.020621613371514757,2.6341605437768427,-373.77622643803835,paired_t,7.079471550194678e-24,1.7763568394002505e-15,0,1.1206803463958175e-20,1.4654506108902984e-21
cybershake,100,1.2,NonSharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.2,NonSharable,reference,20,small,sfc_subdeadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
cybershake,100,1.2,NonSharable,reference,20,small,accepted_sfc_ratio,HDS-PBQS,positive_favors_HDS,50,50,0.5832,0.5474,0.0358,0.0,0.006488980050033236,0.06511101994996676,0.3471133875284564,6.540007307270744,paired_t,0.01770876978122322,0.032418272309374246,0,1.0,0.44271924453058054
cybershake,100,1.2,NonSharable,reference,20,small,sfc_deadline_miss_rate,HDS-PBQS,negative_favors_HDS,50,50,0.41680000000000006,0.4526,-0.0358,0.0,-0.06511101994996675,-0.006488980050033243,-0.34711338752845644,7.909854175872723,paired_t,0.01770876978122322,0.028510082489706472,0,1.0,0.44271924453058054
cybershake,100,1.2,NonSharable,reference,20,small,provisioning_cost,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.2,NonSharable,reference,20,small,makespan_s,HDS-PBQS,negative_favors_HDS,0,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.2,NonSharable,reference,20,small,network_data_mb,HDS-PBQS,negative_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.2,NonSharable,reference,20,small,cpu_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.2,NonSharable,reference,20,small,ram_utilization,HDS-PBQS,positive_favors_HDS,50,0,,,,,,,0.0,,paired_t,,,1,,
cybershake,100,1.2,NonSharable,reference,20,small,scheduler_runtime_s,HDS-PBQS,negative_favors_HDS,50,50,0.018874473299510964,0.010363637360496749,0.008510835939014217,0.00893888750943005,0.006516672941624783,0.01050499893640365,1.212916303569109,-82.1220932667435,paired_t,2.543219266131823e-11,7.151434999741468e-11,0,2.6652937909061504e-08,1.0172877064527293e-09
cybershake,100,1.2,Sharable,reference,20,small,global_deadline_success,HDS-PBQS,positive_favors_HDS,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,exact_mcnemar,1.0,,0,1.0,1.0
